code_geo,annee,taux_faible_diplome
59212,2022,54.66
59213,2022,54.4
59214,2022,55.43
59215,2022,61.46
59216,2022,58.17
59217,2022,65.27
59218,2022,51.12
59219,2022,59.48
59220,2022,63.05
59221,2022,59.46
59222,2022,59.14
59223,2022,52.22
59224,2022,56.7
59225,2022,51.51
59226,2022,58.53
59227,2022,49.45
59228,2022,55.24
59229,2022,56.12
59230,2022,50.94
59231,2022,50.42
59232,2022,56.81
59233,2022,49.24
59234,2022,51.04
59236,2022,55.57
59237,2022,60.98
59238,2022,56.18
59239,2022,55.36
59240,2022,57.89
59241,2022,48.11
59242,2022,49.75
59243,2022,51.68
59244,2022,50.98
59246,2022,48.87
59247,2022,71.11
59249,2022,53.99
59250,2022,65.8
59251,2022,61.84
59252,2022,58.37
59253,2022,53.25
59254,2022,48.99
59255,2022,49.28
59256,2022,62.71
59257,2022,58.87
59258,2022,64.38
59259,2022,61.99
59260,2022,51.21
59261,2022,50.28
59262,2022,58.41
59263,2022,54.65
59264,2022,51.33
59265,2022,59.51
59266,2022,62.92
59267,2022,52.04
59268,2022,52.52
59269,2022,49.04
59270,2022,52.61
59271,2022,53.7
59272,2022,50.96
59273,2022,54.13
59274,2022,49.08
59275,2022,73.5
59276,2022,51.26
59277,2022,50.58
59278,2022,59.28
59279,2022,56.32
59280,2022,46.09
59281,2022,60.3
59282,2022,51.31
59283,2022,57.7
59284,2022,58.56
59285,2022,50.7
59286,2022,55.66
59287,2022,52.03
59288,2022,49.88
59289,2022,53.64
59290,2022,55.23
59291,2022,48.96
59292,2022,51.22
59293,2022,50.16
59294,2022,48.42
59295,2022,57.77
59296,2022,58.73
59297,2022,52.22
59299,2022,65.76
59300,2022,49.36
59301,2022,52.11
59302,2022,51.14
59303,2022,62.77
59304,2022,60.7
59305,2022,54.26
59306,2022,49.41
59307,2022,48.84
59308,2022,54.97
59309,2022,53.29
59310,2022,56.88
59311,2022,48.66
59312,2022,57.63
59313,2022,49.91
59314,2022,51.37
59315,2022,55.09
59316,2022,62.56
59317,2022,55.15
59318,2022,53.7
59319,2022,52.11
59320,2022,58.54
59321,2022,50.92
59322,2022,52.82
59323,2022,64.26
59324,2022,48.67
59325,2022,59.16
59326,2022,48.38
59327,2022,52.98
59328,2022,71.47
59329,2022,54.82
59330,2022,62.92
59331,2022,53.75
59332,2022,58.19
59333,2022,50.2
59334,2022,56.76
59335,2022,58.69
59336,2022,50.74
59337,2022,53.49
59338,2022,54.26
59339,2022,56.97
59340,2022,58.67
59341,2022,52.53
59342,2022,52.6
59343,2022,62.25
59344,2022,45.18
59345,2022,47.49
59346,2022,67.66
59347,2022,50.68
59348,2022,53.28
59349,2022,50.26
59350,2022,73.11
59351,2022,52.03
59352,2022,62.33
59353,2022,50.31
59354,2022,51.86
59356,2022,70.99
59357,2022,53.39
59358,2022,50.38
59359,2022,51.93
59360,2022,60.49
59361,2022,48.94
59363,2022,56.16
59364,2022,71.05
59365,2022,54.63
59366,2022,52.5
59367,2022,56.76
59368,2022,73.65
59369,2022,56.01
59370,2022,53.51
59371,2022,71.52
59372,2022,52.05
59374,2022,52.73
59375,2022,56.53
59377,2022,48.46
59378,2022,73.42
59379,2022,53.95
59381,2022,57.66
59382,2022,49.85
59383,2022,53.83
59384,2022,52.0
59385,2022,45.53
59386,2022,63.99
59387,2022,51.25
59388,2022,62.89
59389,2022,48.13
59390,2022,50.7
59391,2022,47.19
59392,2022,56.69
59393,2022,59.86
59394,2022,50.95
59395,2022,54.93
59396,2022,57.98
59397,2022,47.25
59398,2022,69.91
59399,2022,60.48
59400,2022,49.62
59401,2022,59.11
59402,2022,48.86
59403,2022,52.37
59405,2022,52.92
59406,2022,51.85
59407,2022,52.94
59408,2022,61.26
59409,2022,46.66
59410,2022,66.8
59411,2022,62.84
59412,2022,46.47
59413,2022,53.79
59414,2022,53.2
59415,2022,47.83
59416,2022,54.07
59418,2022,57.62
59419,2022,62.74
59420,2022,67.35
59421,2022,70.4
59422,2022,55.29
59423,2022,50.35
59424,2022,49.38
59425,2022,56.55
59426,2022,58.14
59427,2022,66.0
59428,2022,54.01
59429,2022,48.5
59430,2022,49.55
59431,2022,58.47
59432,2022,51.98
59433,2022,48.09
59434,2022,56.63
59435,2022,61.58
59436,2022,54.66
59437,2022,64.23
59438,2022,50.43
59439,2022,44.89
59440,2022,46.96
59441,2022,52.78
59442,2022,52.82
59443,2022,54.06
59444,2022,55.01
59445,2022,53.01
59446,2022,55.84
59447,2022,51.13
59448,2022,49.57
59449,2022,58.41
59450,2022,49.5
59451,2022,55.66
59452,2022,55.77
59453,2022,54.57
59454,2022,52.06
59455,2022,54.43
59456,2022,52.05
59457,2022,62.14
59458,2022,64.96
59459,2022,51.85
59461,2022,48.65
59462,2022,64.81
59463,2022,52.17
59464,2022,55.79
59465,2022,53.27
59466,2022,64.65
59467,2022,48.63
59468,2022,61.94
59469,2022,64.02
59470,2022,67.12
59471,2022,59.25
59472,2022,53.36
59473,2022,58.42
59474,2022,53.8
59475,2022,50.59
59476,2022,55.35
59477,2022,54.53
59478,2022,54.96
59479,2022,49.17
59480,2022,59.73
59481,2022,59.66
59482,2022,63.21
59483,2022,51.96
59484,2022,50.76
59485,2022,51.47
59486,2022,52.25
59487,2022,66.29
59488,2022,54.24
59489,2022,54.15
59490,2022,50.66
59491,2022,51.64
59492,2022,47.21
59493,2022,48.52
59494,2022,55.65
59495,2022,48.22
59496,2022,53.96
59497,2022,53.4
59498,2022,46.03
59499,2022,53.01
59500,2022,57.66
59501,2022,53.96
59502,2022,49.18
59503,2022,61.64
59504,2022,50.12
59505,2022,56.59
59506,2022,57.62
59507,2022,63.77
59508,2022,60.47
59509,2022,51.27
59511,2022,60.4
59512,2022,62.99
59513,2022,51.88
59514,2022,52.77
59515,2022,47.08
59516,2022,53.26
59517,2022,53.15
59518,2022,56.6
59519,2022,54.21
59520,2022,51.04
59521,2022,55.92
59522,2022,68.23
59523,2022,74.33
59524,2022,59.92
59525,2022,53.05
59526,2022,57.96
59527,2022,66.45
59528,2022,51.89
59529,2022,53.7
59530,2022,44.17
59531,2022,49.44
59532,2022,53.44
59533,2022,53.51
59534,2022,54.87
59535,2022,60.38
59536,2022,58.84
59537,2022,55.59
59538,2022,48.17
59539,2022,46.43
59541,2022,48.26
59542,2022,47.06
59543,2022,42.47
59544,2022,59.31
59545,2022,48.34
59546,2022,52.64
59547,2022,53.7
59548,2022,51.49
59549,2022,46.67
59550,2022,54.46
59551,2022,66.27
59552,2022,49.66
59553,2022,61.02
59554,2022,68.85
59555,2022,50.35
59556,2022,50.98
59557,2022,56.57
59558,2022,50.6
59559,2022,69.59
59560,2022,62.31
59562,2022,49.16
59563,2022,49.7
59564,2022,51.3
59565,2022,57.62
59566,2022,55.85
59567,2022,54.94
59568,2022,51.82
59569,2022,50.89
59570,2022,60.29
59571,2022,51.49
59572,2022,53.2
59573,2022,50.49
59574,2022,52.22
59575,2022,60.03
59576,2022,51.06
59577,2022,54.49
59578,2022,54.98
59579,2022,53.65
59580,2022,57.14
59581,2022,57.88
59582,2022,54.06
59583,2022,53.62
59584,2022,55.2
59585,2022,62.8
59586,2022,63.0
59587,2022,62.68
59588,2022,55.93
59589,2022,50.76
59590,2022,46.82
59591,2022,52.44
59592,2022,59.59
59593,2022,52.05
59594,2022,54.09
59595,2022,58.9
59596,2022,62.69
59597,2022,63.37
59598,2022,57.4
59599,2022,57.84
59600,2022,64.64
59601,2022,56.93
59602,2022,66.11
59603,2022,51.1
59604,2022,48.1
59605,2022,57.35
59606,2022,61.66
59607,2022,55.75
59608,2022,54.67
59609,2022,67.36
59610,2022,56.61
59611,2022,69.76
59612,2022,54.27
59613,2022,51.27
59614,2022,52.03
59615,2022,52.75
59616,2022,53.44
59617,2022,46.17
59618,2022,45.1
59619,2022,58.9
59620,2022,49.59
59622,2022,49.02
59623,2022,47.5
59624,2022,58.86
59625,2022,54.09
59626,2022,60.86
59627,2022,46.73
59628,2022,54.17
59629,2022,50.69
59630,2022,55.57
59631,2022,53.95
59632,2022,51.75
59633,2022,48.86
59634,2022,52.75
59635,2022,53.99
59636,2022,66.14
59637,2022,58.32
59638,2022,61.63
59639,2022,59.11
59640,2022,61.03
59641,2022,51.79
59642,2022,59.1
59643,2022,52.1
59645,2022,51.47
59646,2022,68.24
59647,2022,53.33
59648,2022,63.44
59649,2022,48.84
59650,2022,55.13
59651,2022,45.79
59652,2022,46.91
59653,2022,56.75
59654,2022,53.84
59655,2022,60.12
59656,2022,58.78
59657,2022,52.6
59658,2022,64.79
59659,2022,54.46
59660,2022,65.4
59661,2022,50.0
59662,2022,55.67
59663,2022,54.38
59664,2022,45.13
59665,2022,50.81
59666,2022,54.42
59667,2022,55.49
59668,2022,53.07
59669,2022,50.72
59670,2022,58.34
