code_commune,commune,candidat,nb_votes,2017_votes,2017_target,2022_votes,2022_target,inscrits,abstentions,votants,exprimes,pct_abstention,pct_CENTRE,pct_DROITE,pct_GAUCHE,pct_DIVERS,taux_chomage,revenu_median,taux_faible_diplome,taux_delinquance,nb_faits_total,population_municipale,population_totale,Tg
653,Wavrin,LE PEN,1385,29.66,1,30.77,1,5974,1174,4800,4669,19.65,21.27,49.5,27.22,2.01,13.03,21463.0,58.59,31.07,237.0,7628,7703,1
653,Wavrin,MACRON,993,21.27,0,28.12,0,5974,1174,4800,4669,19.65,21.27,49.5,27.22,2.01,13.03,21463.0,58.59,31.07,237.0,7628,7703,0
654,Waziers,MÉLENCHON,1324,38.09,1,36.27,1,4867,1286,3581,3476,26.42,11.51,43.21,43.64,1.64,28.1,15205.0,56.25,39.32,294.0,7477,7528,1
654,Waziers,LE PEN,1222,35.16,0,34.94,0,4867,1286,3581,3476,26.42,11.51,43.21,43.64,1.64,28.1,15205.0,56.25,39.32,294.0,7477,7528,0
655,Wemaers-Cappel,LE PEN,54,37.5,1,32.62,1,180,32,148,144,17.78,16.67,63.19,17.36,2.78,4.17,20762.0,59.01,0.0,0.0,252,256,1
655,Wemaers-Cappel,FILLON,33,22.92,0,27.66,0,180,32,148,144,17.78,16.67,63.19,17.36,2.78,4.17,20762.0,59.01,0.0,0.0,252,256,0
656,Wervicq-Sud,LE PEN,691,25.84,1,33.62,1,3433,703,2730,2674,20.48,19.75,55.87,22.77,1.61,16.11,21083.0,61.08,27.9,151.0,5412,5461,1
656,Wervicq-Sud,FILLON,659,24.64,0,28.16,0,3433,703,2730,2674,20.48,19.75,55.87,22.77,1.61,16.11,21083.0,61.08,27.9,151.0,5412,5461,0
657,West-Cappel,LE PEN,140,34.06,1,32.9,1,467,49,418,411,10.49,19.22,59.37,18.25,3.16,12.12,22167.0,49.44,0.0,0.0,606,613,1
657,West-Cappel,FILLON,82,19.95,0,26.48,0,467,49,418,411,10.49,19.22,59.37,18.25,3.16,12.12,22167.0,49.44,0.0,0.0,606,613,0
658,Wicres,FILLON,83,28.33,1,30.13,1,327,27,300,293,8.26,21.16,57.68,18.77,2.39,11.54,24158.0,63.02,0.0,0.0,475,482,1
658,Wicres,LE PEN,69,23.55,0,19.87,0,327,27,300,293,8.26,21.16,57.68,18.77,2.39,11.54,24158.0,63.02,0.0,0.0,475,482,0
659,Wignehies,LE PEN,654,43.51,1,45.58,1,2063,518,1545,1503,25.11,15.3,60.61,23.49,0.6,30.5,15987.0,57.27,24.53,72.0,2935,2969,1
659,Wignehies,MÉLENCHON,251,16.7,0,18.34,0,2063,518,1545,1503,25.11,15.3,60.61,23.49,0.6,30.5,15987.0,57.27,24.53,72.0,2935,2969,0
660,Willems,FILLON,471,24.99,1,33.08,1,2288,355,1933,1885,15.52,21.38,53.74,23.66,1.22,9.13,22502.0,60.93,31.52,95.0,3014,3056,1
660,Willems,LE PEN,442,23.45,0,25.3,0,2288,355,1933,1885,15.52,21.38,53.74,23.66,1.22,9.13,22502.0,60.93,31.52,95.0,3014,3056,0
661,Willies,MÉLENCHON,25,30.86,1,28.38,1,101,20,81,81,19.8,11.11,44.44,43.21,1.23,38.46,20806.0,50.46,0.0,0.0,154,158,1
661,Willies,LE PEN,17,20.99,0,27.03,0,101,20,81,81,19.8,11.11,44.44,43.21,1.23,38.46,20806.0,50.46,0.0,0.0,154,158,0
662,Winnezeele,LE PEN,231,29.5,1,32.3,1,927,121,806,783,13.05,17.88,57.09,23.5,1.53,9.77,21198.0,55.67,5.47,7.0,1279,1301,1
662,Winnezeele,FILLON,167,21.33,0,31.09,0,927,121,806,783,13.05,17.88,57.09,23.5,1.53,9.77,21198.0,55.67,5.47,7.0,1279,1301,0
663,Wormhout,LE PEN,1093,30.31,1,31.45,1,4558,857,3701,3606,18.8,19.22,57.88,21.19,1.72,7.91,20671.0,54.17,18.76,105.0,5598,5685,1
663,Wormhout,FILLON,767,21.27,0,29.23,0,4558,857,3701,3606,18.8,19.22,57.88,21.19,1.72,7.91,20671.0,54.17,18.76,105.0,5598,5685,0
664,Wulverdinghe,LE PEN,71,36.41,1,44.0,1,228,27,201,195,11.84,12.82,57.44,29.74,0.0,12.73,18247.0,49.5,0.0,0.0,310,314,1
664,Wulverdinghe,MÉLENCHON,47,24.1,0,15.0,0,228,27,201,195,11.84,12.82,57.44,29.74,0.0,12.73,18247.0,49.5,0.0,0.0,310,314,0
665,Wylder,LE PEN,71,40.11,1,40.98,1,212,29,183,177,13.68,5.65,62.71,29.38,2.26,3.7,20002.0,51.3,0.0,0.0,295,305,1
665,Wylder,MÉLENCHON,37,20.9,0,16.94,0,212,29,183,177,13.68,5.65,62.71,29.38,2.26,3.7,20002.0,51.3,0.0,0.0,295,305,0
666,Zegerscappel,LE PEN,345,36.62,1,39.72,1,1147,171,976,942,14.91,15.18,64.65,18.58,1.59,13.21,20176.0,54.59,0.0,0.0,1542,1575,1
666,Zegerscappel,FILLON,189,20.06,0,23.94,0,1147,171,976,942,14.91,15.18,64.65,18.58,1.59,13.21,20176.0,54.59,0.0,0.0,1542,1575,0
667,Zermezeele,LE PEN,37,25.17,1,34.62,1,162,11,151,147,6.79,22.45,61.9,14.29,1.36,12.73,21414.0,55.77,0.0,0.0,211,215,1
667,Zermezeele,FILLON,36,24.49,0,31.41,0,162,11,151,147,6.79,22.45,61.9,14.29,1.36,12.73,21414.0,55.77,0.0,0.0,211,215,0
668,Zuydcoote,LE PEN,271,27.18,1,29.69,1,1175,148,1027,997,12.6,21.06,49.35,26.88,2.71,9.47,22548.0,52.08,10.93,19.0,1738,1795,1
668,Zuydcoote,MACRON,210,21.06,0,27.08,0,1175,148,1027,997,12.6,21.06,49.35,26.88,2.71,9.47,22548.0,52.08,10.93,19.0,1738,1795,0
669,Zuytpeene,LE PEN,93,25.34,1,34.24,1,423,47,376,367,11.11,19.89,54.77,24.25,1.09,5.26,19724.0,51.42,0.0,0.0,526,543,1
669,Zuytpeene,FILLON,74,20.16,0,23.94,0,423,47,376,367,11.11,19.89,54.77,24.25,1.09,5.26,19724.0,51.42,0.0,0.0,526,543,0
670,Don,LE PEN,224,26.7,1,30.11,1,976,112,864,839,11.48,22.65,50.18,25.98,1.19,9.27,22679.0,56.47,6.89,9.0,1307,1321,1
670,Don,MACRON,190,22.65,0,29.38,0,976,112,864,839,11.48,22.65,50.18,25.98,1.19,9.27,22679.0,56.47,6.89,9.0,1307,1321,0
