code_geo,code_commune,libelle_commune,annee,inscrits,abstentions,votants,exprimes,pct_abstention,nom_cand1,nom_cand2,nom_cand3,nom_cand4,nom_cand5,pct_cand1,pct_cand2,pct_cand3,pct_cand4,pct_cand5,bloc_cand1,bloc_cand2,bloc_cand3,bloc_cand4,bloc_cand5,pct_CENTRE,pct_DIVERS,pct_DROITE,pct_GAUCHE,bloc_vainqueur
59149,00149,Clary,2017,870,153,717,701,17.59,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,41.23,17.83,13.84,12.27,6.99,DROITE,DROITE,GAUCHE,CENTRE,DROITE,12.27,1.43,66.05,20.26,DROITE
59150,00150,Cobrieux,2017,446,57,389,380,12.78,FILLON,MACRON,LE PEN,MÉLENCHON,HAMON,30.53,27.63,19.74,9.74,5.0,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,27.63,3.16,53.95,15.26,DROITE
59151,00151,Colleret,2017,1230,271,959,937,22.03,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,43.86,16.86,13.13,12.81,6.3,DROITE,DROITE,GAUCHE,CENTRE,DROITE,12.81,2.35,67.02,17.82,DROITE
59152,00152,Comines,2017,9460,2461,6999,6832,26.01,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,31.38,19.64,17.94,17.74,6.43,DROITE,GAUCHE,DROITE,CENTRE,DROITE,17.74,1.62,55.75,24.88,DROITE
59153,00153,Condé-sur-l'Escaut,2017,6141,1972,4169,4050,32.11,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,35.51,27.11,14.37,10.44,4.44,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.37,2.02,50.12,33.48,DROITE
59155,00155,Coudekerque-Branche,2017,16467,3564,12903,12539,21.64,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,34.16,22.59,17.13,9.62,6.46,DROITE,GAUCHE,CENTRE,DROITE,DROITE,17.13,1.75,50.24,30.89,DROITE
59156,00156,Courchelettes,2017,2114,468,1646,1591,22.14,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,38.59,19.67,16.66,11.63,6.03,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.66,1.38,56.25,25.71,DROITE
59157,00157,Cousolre,2017,1604,403,1201,1158,25.12,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,43.52,17.27,15.11,12.35,5.61,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.11,1.21,66.41,17.27,DROITE
59158,00158,Coutiches,2017,2252,304,1948,1910,13.5,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,26.75,24.45,21.78,16.86,5.13,DROITE,CENTRE,DROITE,GAUCHE,DROITE,24.45,0.94,53.66,20.94,DROITE
59159,00159,Craywick,2017,432,53,379,372,12.27,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,42.74,20.97,13.17,11.56,4.84,DROITE,GAUCHE,DROITE,CENTRE,DROITE,11.56,1.34,60.75,26.34,DROITE
59160,00160,Crespin,2017,2919,769,2150,2100,26.34,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,38.71,22.57,14.95,10.95,4.43,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.95,1.76,54.1,29.19,DROITE
59161,00161,Crèvecoeur-sur-l'Escaut,2017,568,93,475,460,16.37,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.52,21.74,16.96,11.52,7.39,DROITE,DROITE,CENTRE,GAUCHE,DROITE,16.96,3.26,60.65,19.13,DROITE
59162,00162,Crochte,2017,536,74,462,456,13.81,MACRON,LE PEN,FILLON,MÉLENCHON,DUPONT-AIGNAN,26.54,26.1,18.64,16.67,5.04,CENTRE,DROITE,DROITE,GAUCHE,DROITE,26.54,2.19,49.78,21.49,DROITE
59163,00163,Croix,2017,14101,2846,11255,11022,20.18,FILLON,MACRON,MÉLENCHON,LE PEN,HAMON,25.94,23.04,20.14,17.59,6.35,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,23.04,1.55,47.61,27.79,DROITE
59164,00164,Croix-Caluyau,2017,203,44,159,150,21.67,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,40.0,26.0,14.67,7.33,6.0,DROITE,DROITE,GAUCHE,CENTRE,DROITE,7.33,2.67,72.0,18.0,DROITE
59165,00165,Cuincy,2017,4957,962,3995,3890,19.41,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,26.89,23.26,21.85,14.63,5.19,DROITE,GAUCHE,CENTRE,DROITE,DROITE,21.85,1.47,46.71,29.97,DROITE
59166,00166,Curgies,2017,1016,186,830,818,18.31,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,28.48,24.45,21.88,13.33,6.72,DROITE,CENTRE,DROITE,GAUCHE,DROITE,24.45,1.34,57.09,17.11,DROITE
59167,00167,Cuvillers,2017,171,34,137,136,19.88,LE PEN,FILLON,DUPONT-AIGNAN,MACRON,MÉLENCHON,33.09,27.21,11.76,9.56,9.56,DROITE,DROITE,DROITE,CENTRE,GAUCHE,9.56,1.47,72.06,16.91,DROITE
59168,00168,Cysoing,2017,3844,664,3180,3119,17.27,MACRON,FILLON,LE PEN,MÉLENCHON,HAMON,26.68,24.5,20.1,15.87,5.35,CENTRE,DROITE,DROITE,GAUCHE,GAUCHE,26.68,0.99,49.76,22.57,DROITE
59169,00169,Damousies,2017,167,26,141,136,15.57,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,32.35,29.41,13.97,12.5,7.35,DROITE,DROITE,CENTRE,GAUCHE,DROITE,13.97,0.74,69.12,16.18,DROITE
59170,00170,Dechy,2017,3650,975,2675,2600,26.71,LE PEN,MÉLENCHON,MACRON,HAMON,FILLON,38.96,29.19,12.23,6.58,6.27,DROITE,GAUCHE,CENTRE,GAUCHE,DROITE,12.23,1.31,48.31,38.15,DROITE
59171,00171,Dehéries,2017,33,0,33,31,0.0,LE PEN,FILLON,DUPONT-AIGNAN,MACRON,MÉLENCHON,54.84,22.58,9.68,9.68,3.23,DROITE,DROITE,DROITE,CENTRE,GAUCHE,9.68,0.0,87.1,3.23,DROITE
59172,00172,Denain,2017,10936,3376,7560,7380,30.87,LE PEN,MÉLENCHON,MACRON,HAMON,FILLON,40.03,25.7,13.24,8.14,6.63,DROITE,GAUCHE,CENTRE,GAUCHE,DROITE,13.24,1.49,49.38,35.89,DROITE
59173,00173,Deûlémont,2017,1419,275,1144,1122,19.38,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,29.5,27.72,18.89,11.5,5.97,DROITE,DROITE,CENTRE,GAUCHE,DROITE,18.89,1.52,63.19,16.4,DROITE
59174,00174,Dimechaux,2017,231,35,196,194,15.15,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,27.32,26.8,19.59,12.37,5.67,DROITE,DROITE,CENTRE,GAUCHE,DROITE,19.59,3.09,59.79,17.53,DROITE
59175,00175,Dimont,2017,219,29,190,185,13.24,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,26.49,22.16,20.54,17.84,8.65,DROITE,GAUCHE,DROITE,CENTRE,DROITE,17.84,2.16,55.68,24.32,DROITE
59176,00176,Doignies,2017,269,40,229,222,14.87,LE PEN,FILLON,DUPONT-AIGNAN,MÉLENCHON,MACRON,41.89,20.27,13.06,13.06,6.76,DROITE,DROITE,DROITE,GAUCHE,CENTRE,6.76,0.0,75.23,18.02,DROITE
59177,00177,Dompierre-sur-Helpe,2017,704,158,546,536,22.44,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,31.9,18.66,18.47,17.54,6.53,DROITE,GAUCHE,DROITE,CENTRE,DROITE,17.54,2.61,56.9,22.95,DROITE
59178,00178,Douai,2017,26639,7880,18759,18326,29.58,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,26.89,23.71,18.99,16.54,6.43,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,18.99,1.83,47.27,31.9,DROITE
59179,00179,Douchy-les-Mines,2017,7210,1838,5372,5210,25.49,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,41.79,28.08,12.86,5.85,4.15,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,12.86,1.52,51.32,34.3,DROITE
59180,00180,Le Doulieu,2017,1092,123,969,946,11.26,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,25.69,24.21,19.24,14.69,7.29,DROITE,DROITE,CENTRE,GAUCHE,DROITE,19.24,2.33,57.19,21.25,DROITE
59181,00181,Dourlers,2017,417,75,342,339,17.99,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,33.04,21.83,16.81,10.62,10.03,DROITE,DROITE,CENTRE,GAUCHE,DROITE,16.81,2.06,64.9,16.22,DROITE
59182,00182,Drincham,2017,209,31,178,172,14.83,LE PEN,MACRON,FILLON,MÉLENCHON,HAMON,32.56,21.51,20.35,15.12,3.49,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,21.51,1.74,55.81,20.93,DROITE
59183,00183,Dunkerque,2017,62849,14771,48078,46571,23.5,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,29.82,22.58,18.72,14.48,5.66,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,18.72,1.82,49.01,30.45,DROITE
59184,00184,Ebblinghem,2017,532,107,425,410,20.11,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,38.54,16.34,14.63,13.41,7.8,DROITE,CENTRE,DROITE,GAUCHE,DROITE,16.34,2.44,60.98,20.24,DROITE
59185,00185,Ecaillon,2017,1401,346,1055,1029,24.7,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,39.46,24.59,16.91,8.75,3.98,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,16.91,0.97,51.6,30.52,DROITE
59186,00186,Eccles,2017,80,11,69,67,13.75,LE PEN,FILLON,MACRON,DUPONT-AIGNAN,MÉLENCHON,29.85,29.85,13.43,11.94,11.94,DROITE,DROITE,CENTRE,DROITE,GAUCHE,13.43,0.0,71.64,14.93,DROITE
59187,00187,Eclaibes,2017,225,24,201,192,10.67,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,29.17,25.52,16.15,16.15,8.33,DROITE,DROITE,CENTRE,GAUCHE,DROITE,16.15,1.04,63.02,19.79,DROITE
59188,00188,Ecuélin,2017,100,17,83,79,17.0,LE PEN,MACRON,MÉLENCHON,FILLON,HAMON,35.44,20.25,12.66,12.66,7.59,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,20.25,5.06,53.16,21.52,DROITE
59189,00189,Eecke,2017,898,126,772,749,14.03,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,27.9,23.63,18.02,17.09,6.81,DROITE,DROITE,CENTRE,GAUCHE,DROITE,18.02,1.74,58.34,21.9,DROITE
59190,00190,Elesmes,2017,694,96,598,589,13.83,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,31.58,23.6,21.73,13.41,4.58,DROITE,CENTRE,DROITE,GAUCHE,DROITE,23.6,1.19,57.89,17.32,DROITE
59191,00191,Elincourt,2017,473,94,379,375,19.87,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,49.87,15.73,15.73,9.07,4.27,DROITE,GAUCHE,DROITE,CENTRE,DROITE,9.07,2.4,69.87,18.67,DROITE
59192,00192,Emerchicourt,2017,660,109,551,535,16.52,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,40.75,24.11,13.27,7.66,5.98,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.27,2.24,54.39,30.09,DROITE
59193,00193,Emmerin,2017,2479,401,2078,2035,16.18,MACRON,LE PEN,FILLON,MÉLENCHON,HAMON,24.23,21.82,20.2,19.41,5.5,CENTRE,DROITE,DROITE,GAUCHE,GAUCHE,24.23,2.06,47.17,26.54,DROITE
59194,00194,Englefontaine,2017,941,183,758,738,19.45,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,36.86,18.29,17.62,14.63,5.28,DROITE,GAUCHE,CENTRE,DROITE,DROITE,17.62,0.81,56.78,24.8,DROITE
59195,00195,Englos,2017,444,51,393,385,11.49,FILLON,MACRON,LE PEN,MÉLENCHON,HAMON,29.87,26.75,20.0,12.21,4.42,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,26.75,1.82,53.77,17.66,DROITE
59196,00196,Ennetières-en-Weppes,2017,1075,137,938,922,12.74,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,37.53,25.49,15.51,11.82,4.66,DROITE,CENTRE,DROITE,GAUCHE,DROITE,25.49,1.19,57.7,15.62,DROITE
59197,00197,Ennevelin,2017,1724,192,1532,1508,11.14,FILLON,MACRON,LE PEN,MÉLENCHON,HAMON,27.39,25.46,20.42,15.65,5.37,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,25.46,1.13,51.59,21.82,DROITE
59198,00198,Eppe-Sauvage,2017,143,31,112,111,21.68,MÉLENCHON,FILLON,LE PEN,MACRON,HAMON,25.23,24.32,19.82,15.32,6.31,GAUCHE,DROITE,DROITE,CENTRE,GAUCHE,15.32,1.8,47.75,35.14,DROITE
59199,00199,Erchin,2017,594,93,501,487,15.66,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.01,19.92,18.28,16.22,7.19,DROITE,DROITE,CENTRE,GAUCHE,DROITE,18.28,1.23,58.11,22.38,DROITE
59200,00200,Eringhem,2017,341,58,283,276,17.01,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,40.94,23.55,15.58,10.51,3.62,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.58,2.54,68.12,13.77,DROITE
59201,00201,Erquinghem-le-Sec,2017,402,32,370,365,7.96,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,33.42,25.21,17.53,13.7,4.93,DROITE,CENTRE,DROITE,GAUCHE,DROITE,25.21,0.82,55.89,18.08,DROITE
59202,00202,Erquinghem-Lys,2017,3925,791,3134,3046,20.15,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,27.94,21.18,19.5,16.81,6.27,DROITE,CENTRE,GAUCHE,DROITE,DROITE,21.18,1.87,51.02,25.94,DROITE
59203,00203,Erre,2017,1115,184,931,912,16.5,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,38.82,23.57,15.9,9.1,5.81,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,15.9,2.19,51.32,30.59,DROITE
59204,00204,Escarmain,2017,370,56,314,310,15.14,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,37.74,18.06,17.74,17.1,5.48,DROITE,DROITE,GAUCHE,CENTRE,DROITE,17.1,1.29,61.29,20.32,DROITE
59205,00205,Escaudain,2017,6217,1857,4360,4265,29.87,LE PEN,MÉLENCHON,MACRON,HAMON,FILLON,43.99,25.81,11.42,5.84,5.74,DROITE,GAUCHE,CENTRE,GAUCHE,DROITE,11.42,1.92,52.99,33.67,DROITE
59206,00206,Escaudoeuvres,2017,2384,486,1898,1852,20.39,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,34.67,19.44,18.63,12.74,6.05,DROITE,GAUCHE,CENTRE,DROITE,DROITE,18.63,1.94,53.46,25.97,DROITE
59207,00207,Escautpont,2017,3086,867,2219,2160,28.09,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,44.91,23.15,11.76,7.73,4.54,DROITE,GAUCHE,CENTRE,DROITE,DROITE,11.76,1.48,57.18,29.58,DROITE
59208,00208,Escobecques,2017,248,20,228,225,8.06,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,50.67,22.67,11.11,8.0,2.67,DROITE,CENTRE,DROITE,GAUCHE,DROITE,22.67,1.78,64.44,11.11,DROITE
59209,00209,Esnes,2017,506,98,408,401,19.37,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,39.4,18.95,17.21,12.72,6.73,DROITE,CENTRE,DROITE,GAUCHE,DROITE,18.95,0.75,63.34,16.96,DROITE
59210,00210,Esquelbecq,2017,1661,194,1467,1438,11.68,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,24.76,21.77,20.03,17.45,7.16,DROITE,DROITE,CENTRE,GAUCHE,DROITE,20.03,2.16,53.69,24.13,DROITE
59211,00211,Esquerchin,2017,601,81,520,503,13.48,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,33.4,22.47,15.51,14.71,6.56,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.51,1.99,62.43,20.08,DROITE
59212,00212,Estaires,2017,4899,1121,3778,3676,22.88,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,35.39,18.36,16.65,16.54,5.96,DROITE,CENTRE,GAUCHE,DROITE,DROITE,18.36,1.2,57.89,22.55,DROITE
59213,00213,Estourmel,2017,373,47,326,316,12.6,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,27.85,25.63,20.57,12.34,5.06,DROITE,CENTRE,DROITE,GAUCHE,DROITE,25.63,1.58,53.48,19.3,DROITE
59214,00214,Estrées,2017,807,114,693,674,14.13,LE PEN,MACRON,MÉLENCHON,FILLON,HAMON,30.12,22.26,17.36,16.62,5.64,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,22.26,1.93,51.63,24.18,DROITE
59215,00215,Estreux,2017,791,102,689,673,12.9,FILLON,MACRON,LE PEN,MÉLENCHON,HAMON,26.3,23.92,22.44,13.67,5.65,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,23.92,1.78,52.9,21.4,DROITE
59216,00216,Eswars,2017,291,39,252,244,13.4,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,36.89,18.85,17.21,12.3,8.61,DROITE,CENTRE,DROITE,GAUCHE,DROITE,18.85,1.23,62.7,17.21,DROITE
59217,00217,Eth,2017,279,48,231,228,17.2,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,28.95,28.95,19.3,14.91,5.26,DROITE,DROITE,CENTRE,GAUCHE,DROITE,19.3,0.44,63.16,17.11,DROITE
59218,00218,Etroeungt,2017,981,224,757,730,22.83,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,40.96,22.74,12.6,10.41,6.16,DROITE,DROITE,CENTRE,GAUCHE,DROITE,12.6,2.47,69.86,15.07,DROITE
59219,00219,Estrun,2017,504,63,441,428,12.5,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,42.29,16.12,15.42,12.62,7.94,DROITE,CENTRE,DROITE,GAUCHE,DROITE,16.12,1.64,65.65,16.59,DROITE
59220,00220,Faches-Thumesnil,2017,12312,2899,9413,9203,23.55,MÉLENCHON,MACRON,LE PEN,FILLON,HAMON,24.54,24.17,20.91,14.29,8.45,GAUCHE,CENTRE,DROITE,DROITE,GAUCHE,24.17,1.76,39.41,34.66,DROITE
59221,00221,Famars,2017,1784,369,1415,1386,20.68,MACRON,FILLON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,25.83,24.39,19.62,16.38,5.48,CENTRE,DROITE,DROITE,GAUCHE,DROITE,25.83,1.3,49.49,23.38,DROITE
59222,00222,Faumont,2017,1752,253,1499,1463,14.44,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,27.07,22.35,21.6,16.13,6.84,DROITE,CENTRE,DROITE,GAUCHE,DROITE,22.35,1.64,55.5,20.51,DROITE
59223,00223,Le Favril,2017,355,60,295,291,16.9,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,36.43,21.65,16.49,14.78,4.81,DROITE,GAUCHE,DROITE,CENTRE,DROITE,14.78,2.06,57.73,25.43,DROITE
59224,00224,Féchain,2017,1255,281,974,952,22.39,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,39.18,17.65,16.28,15.86,6.3,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.28,0.63,61.34,21.74,DROITE
59225,00225,Feignies,2017,4480,1037,3443,3359,23.15,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,39.77,21.23,15.09,10.57,4.79,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.09,2.11,55.14,27.66,DROITE
59226,00226,Felleries,2017,925,160,765,747,17.3,LE PEN,MACRON,FILLON,MÉLENCHON,HAMON,33.87,18.61,17.8,16.2,5.62,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,18.61,2.01,56.63,22.76,DROITE
59227,00227,Fenain,2017,4042,936,3106,3036,23.16,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,41.17,26.68,13.44,6.82,4.51,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,13.44,1.22,51.98,33.37,DROITE
59228,00228,Férin,2017,1126,173,953,931,15.36,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,32.65,20.52,17.62,15.68,6.12,DROITE,CENTRE,DROITE,GAUCHE,DROITE,20.52,2.15,56.39,20.95,DROITE
59229,00229,Féron,2017,446,75,371,361,16.82,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,24.93,21.05,20.78,19.94,6.09,DROITE,DROITE,CENTRE,GAUCHE,DROITE,20.78,2.77,52.08,24.38,DROITE
59230,00230,Ferrière-la-Grande,2017,3695,855,2840,2775,23.14,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,42.49,17.33,14.59,13.26,4.72,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.59,1.44,60.18,23.78,DROITE
59231,00231,Ferrière-la-Petite,2017,781,144,637,621,18.44,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,42.19,16.91,13.69,13.04,6.76,DROITE,GAUCHE,DROITE,CENTRE,DROITE,13.04,1.77,62.64,22.54,DROITE
59232,00232,La Flamengrie,2017,274,42,232,227,15.33,LE PEN,MACRON,FILLON,DUPONT-AIGNAN,MÉLENCHON,31.72,23.35,17.18,11.45,10.13,DROITE,CENTRE,DROITE,DROITE,GAUCHE,23.35,3.52,60.35,12.78,DROITE
59233,00233,Flaumont-Waudrechies,2017,260,59,201,193,22.69,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,37.82,17.1,16.06,14.51,8.81,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.06,1.04,61.14,21.76,DROITE
59234,00234,Flers-en-Escrebieux,2017,3707,763,2944,2849,20.58,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,39.17,24.68,13.9,10.28,4.46,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.9,1.86,53.91,30.33,DROITE
59236,00236,Flesquières,2017,193,28,165,160,14.51,LE PEN,MACRON,FILLON,DUPONT-AIGNAN,MÉLENCHON,38.75,19.38,16.25,10.0,9.38,DROITE,CENTRE,DROITE,DROITE,GAUCHE,19.38,0.0,65.0,15.62,DROITE
59237,00237,Flêtre,2017,718,99,619,610,13.79,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,30.49,20.82,19.34,15.9,6.72,DROITE,CENTRE,DROITE,GAUCHE,DROITE,20.82,1.48,56.56,21.15,DROITE
59238,00238,Flines-lès-Mortagne,2017,1202,290,912,895,24.13,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,33.18,21.12,18.88,16.42,4.25,DROITE,GAUCHE,CENTRE,DROITE,DROITE,18.88,1.01,53.85,26.26,DROITE
59239,00239,Flines-lez-Raches,2017,4410,787,3623,3536,17.85,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,31.99,19.4,19.32,15.58,6.22,DROITE,GAUCHE,CENTRE,DROITE,DROITE,19.32,1.89,53.79,25.0,DROITE
59240,00240,Floursies,2017,119,23,96,93,19.33,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,32.26,22.58,20.43,17.2,5.38,DROITE,CENTRE,DROITE,GAUCHE,DROITE,22.58,1.08,58.06,18.28,DROITE
59241,00241,Floyon,2017,382,78,304,296,20.42,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,43.58,21.96,11.82,9.12,7.43,DROITE,DROITE,CENTRE,GAUCHE,DROITE,11.82,1.69,72.97,13.51,DROITE
59242,00242,Fontaine-au-Bois,2017,516,57,459,449,11.05,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,40.98,20.04,13.36,12.92,5.12,DROITE,DROITE,CENTRE,GAUCHE,DROITE,13.36,2.9,66.15,17.59,DROITE
59243,00243,Fontaine-au-Pire,2017,788,125,663,648,15.86,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,41.05,19.6,13.43,12.19,7.1,DROITE,GAUCHE,DROITE,CENTRE,DROITE,12.19,1.7,61.57,24.54,DROITE
59244,00244,Fontaine-Notre-Dame,2017,1265,190,1075,1041,15.02,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,34.58,19.4,18.25,12.68,8.55,DROITE,CENTRE,DROITE,GAUCHE,DROITE,19.4,1.34,61.38,17.87,DROITE
59246,00246,Forest-en-Cambrésis,2017,381,51,330,318,13.39,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,35.53,22.96,14.47,14.47,6.92,DROITE,DROITE,CENTRE,GAUCHE,DROITE,14.47,0.63,65.41,19.5,DROITE
59247,00247,Forest-sur-Marque,2017,1219,216,1003,982,17.72,MACRON,FILLON,LE PEN,MÉLENCHON,HAMON,30.55,23.52,19.35,13.14,6.11,CENTRE,DROITE,DROITE,GAUCHE,GAUCHE,30.55,1.12,48.07,20.26,DROITE
59249,00249,Fourmies,2017,8667,2597,6070,5885,29.96,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,37.28,20.49,16.82,12.22,4.72,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.82,1.61,54.22,27.34,DROITE
59250,00250,Fournes-en-Weppes,2017,1807,280,1527,1495,15.5,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,32.11,23.41,18.13,11.84,8.63,DROITE,CENTRE,DROITE,GAUCHE,DROITE,23.41,1.0,58.86,16.72,DROITE
59251,00251,Frasnoy,2017,260,33,227,222,12.69,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,30.18,22.52,16.67,16.22,7.66,DROITE,DROITE,GAUCHE,CENTRE,DROITE,16.22,1.35,60.36,22.07,DROITE
59252,00252,Frelinghien,2017,2012,353,1659,1627,17.54,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,28.03,23.17,21.39,12.54,7.01,DROITE,DROITE,CENTRE,GAUCHE,DROITE,21.39,1.72,58.21,18.68,DROITE
59253,00253,Fresnes-sur-Escaut,2017,5153,1443,3710,3602,28.0,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,46.61,21.99,12.97,7.88,3.97,DROITE,GAUCHE,CENTRE,DROITE,DROITE,12.97,1.14,58.47,27.43,DROITE
59254,00254,Fressain,2017,693,107,586,571,15.44,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,38.18,18.91,17.51,13.31,5.08,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,17.51,1.58,55.87,25.04,DROITE
