code_geo,code_commune,libelle_commune,annee,inscrits,abstentions,votants,exprimes,pct_abstention,nom_cand1,nom_cand2,nom_cand3,nom_cand4,nom_cand5,pct_cand1,pct_cand2,pct_cand3,pct_cand4,pct_cand5,bloc_cand1,bloc_cand2,bloc_cand3,bloc_cand4,bloc_cand5,pct_CENTRE,pct_DIVERS,pct_DROITE,pct_GAUCHE,bloc_vainqueur
59359,00359,Loon-Plage,2017,4795,845,3950,3828,17.62,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,42.5,18.0,14.0,10.66,6.03,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.0,1.36,59.2,25.44,DROITE
59360,00360,Loos,2017,13104,3640,9464,9245,27.78,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,26.92,26.9,19.91,10.33,7.83,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,19.91,1.62,41.54,36.93,DROITE
59361,00361,Lourches,2017,2247,652,1595,1569,29.02,LE PEN,MÉLENCHON,MACRON,HAMON,FILLON,42.7,27.28,10.71,7.07,5.1,DROITE,GAUCHE,CENTRE,GAUCHE,DROITE,10.71,1.85,50.8,36.65,DROITE
59363,00363,Louvignies-Quesnoy,2017,728,123,605,588,16.9,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,26.36,22.96,20.75,18.37,4.93,DROITE,GAUCHE,CENTRE,DROITE,DROITE,20.75,0.68,49.66,28.91,DROITE
59364,00364,Louvil,2017,670,81,589,579,12.09,MACRON,FILLON,MÉLENCHON,LE PEN,HAMON,35.23,28.32,15.03,10.88,4.49,CENTRE,DROITE,GAUCHE,DROITE,GAUCHE,35.23,1.04,43.01,20.73,DROITE
59365,00365,Louvroil,2017,3771,1162,2609,2557,30.81,MÉLENCHON,LE PEN,MACRON,FILLON,HAMON,34.77,34.45,13.06,7.74,4.81,GAUCHE,DROITE,CENTRE,DROITE,GAUCHE,13.06,1.37,44.35,41.22,DROITE
59366,00366,Lynde,2017,599,83,516,505,13.86,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,29.9,23.17,19.6,15.45,5.94,DROITE,CENTRE,GAUCHE,DROITE,DROITE,23.17,0.99,51.29,24.55,DROITE
59367,00367,Lys-lez-Lannoy,2017,9085,1708,7377,7161,18.8,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,26.07,20.93,20.74,16.18,6.56,DROITE,GAUCHE,CENTRE,DROITE,DROITE,20.74,1.59,48.82,28.85,DROITE
59368,00368,La Madeleine,2017,15859,3924,11935,11683,24.74,MACRON,FILLON,MÉLENCHON,LE PEN,HAMON,28.96,23.3,20.41,13.8,7.5,CENTRE,DROITE,GAUCHE,DROITE,GAUCHE,28.96,1.41,40.41,29.22,DROITE
59369,00369,Maing,2017,3022,689,2333,2286,22.8,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,29.62,20.82,18.94,18.46,5.29,DROITE,GAUCHE,CENTRE,DROITE,DROITE,18.94,1.27,53.37,26.42,DROITE
59370,00370,Mairieux,2017,573,111,462,448,19.37,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.03,27.46,16.52,12.72,6.25,DROITE,DROITE,CENTRE,GAUCHE,DROITE,16.52,0.67,64.73,18.08,DROITE
59371,00371,Le Maisnil,2017,524,61,463,457,11.64,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,37.42,25.38,16.19,9.63,4.81,DROITE,CENTRE,DROITE,GAUCHE,DROITE,25.38,1.09,58.42,15.1,DROITE
59372,00372,Malincourt,2017,416,90,326,320,21.63,LE PEN,FILLON,MACRON,DUPONT-AIGNAN,MÉLENCHON,34.38,28.13,12.81,9.38,7.81,DROITE,DROITE,CENTRE,DROITE,GAUCHE,12.81,0.94,71.88,14.37,DROITE
59374,00374,Marbaix,2017,371,48,323,313,12.94,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,37.38,18.21,17.57,11.5,9.58,DROITE,DROITE,GAUCHE,CENTRE,DROITE,11.5,2.24,65.18,21.09,DROITE
59375,00375,Marchiennes,2017,3597,658,2939,2871,18.29,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,31.91,20.52,19.71,14.35,5.82,DROITE,GAUCHE,CENTRE,DROITE,DROITE,19.71,1.25,52.07,26.96,DROITE
59377,00377,Marcoing,2017,1490,276,1214,1190,18.52,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,34.45,19.58,15.8,15.04,7.39,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.8,1.6,56.89,25.71,DROITE
59378,00378,Marcq-en-Baroeul,2017,29008,5452,23556,23176,18.79,FILLON,MACRON,MÉLENCHON,LE PEN,HAMON,36.78,27.02,13.79,10.94,5.4,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,27.02,1.37,51.46,20.15,DROITE
59379,00379,Marcq-en-Ostrevent,2017,514,88,426,417,17.12,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,44.84,19.18,10.79,10.31,7.91,DROITE,GAUCHE,DROITE,CENTRE,DROITE,10.31,0.96,63.55,25.18,DROITE
59381,00381,Maresches,2017,702,149,553,542,21.23,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,31.18,21.4,18.08,17.34,6.46,DROITE,DROITE,GAUCHE,CENTRE,DROITE,17.34,1.29,59.04,22.32,DROITE
59382,00382,Maretz,2017,941,150,791,769,15.94,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,45.38,16.91,12.87,11.96,5.59,DROITE,GAUCHE,DROITE,CENTRE,DROITE,11.96,2.08,63.85,22.11,DROITE
59383,00383,Marly,2017,8593,2184,6409,6235,25.42,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,29.45,25.15,19.1,13.01,5.08,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,19.1,1.67,47.22,32.01,DROITE
59384,00384,Maroilles,2017,1179,305,874,844,25.87,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,36.85,19.31,14.81,14.69,6.87,DROITE,DROITE,GAUCHE,CENTRE,DROITE,14.69,1.54,63.03,20.73,DROITE
59385,00385,Marpent,2017,1676,428,1248,1220,25.54,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,42.05,20.49,14.75,10.66,5.33,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.75,1.39,58.03,25.82,DROITE
59386,00386,Marquette-lez-Lille,2017,7537,1594,5943,5796,21.15,MACRON,LE PEN,MÉLENCHON,FILLON,HAMON,25.76,24.38,18.75,16.68,5.59,CENTRE,DROITE,GAUCHE,DROITE,GAUCHE,25.76,1.71,46.58,25.95,DROITE
59387,00387,Marquette-en-Ostrevant,2017,1203,221,982,947,18.37,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,41.61,21.22,14.04,11.51,4.12,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.04,1.27,56.81,27.88,DROITE
59388,00388,Marquillies,2017,1577,259,1318,1279,16.42,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,24.47,22.36,20.64,17.2,6.33,DROITE,DROITE,CENTRE,GAUCHE,DROITE,20.64,1.33,53.17,24.86,DROITE
59389,00389,Masnières,2017,1880,344,1536,1493,18.3,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,36.77,24.92,16.08,10.52,4.82,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.08,1.14,52.11,30.68,DROITE
59390,00390,Masny,2017,2767,639,2128,2059,23.09,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,36.33,29.24,14.38,8.69,3.98,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.38,2.09,48.52,35.02,DROITE
59391,00391,Mastaing,2017,679,94,585,572,13.84,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,38.99,17.48,15.73,15.21,5.24,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.73,1.75,59.44,23.08,DROITE
59392,00392,Maubeuge,2017,18953,6260,12693,12385,33.03,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,31.17,26.8,16.34,12.17,6.49,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,16.34,1.66,46.8,35.2,DROITE
59393,00393,Maulde,2017,835,209,626,622,25.03,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,34.89,20.74,17.36,14.47,5.63,DROITE,DROITE,CENTRE,GAUCHE,DROITE,17.36,1.77,61.25,19.61,DROITE
59394,00394,Maurois,2017,240,57,183,182,23.75,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,55.49,13.74,11.54,9.34,6.04,DROITE,CENTRE,GAUCHE,DROITE,DROITE,13.74,1.1,70.88,14.29,DROITE
59395,00395,Mazinghien,2017,246,55,191,185,22.36,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,42.7,17.3,15.68,12.43,6.49,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.68,2.16,66.49,15.68,DROITE
59396,00396,Mecquignies,2017,452,64,388,378,14.16,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,38.62,16.4,16.14,14.02,7.14,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.14,1.59,59.79,22.49,DROITE
59397,00397,Merckeghem,2017,491,76,415,403,15.48,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,33.75,20.84,17.12,14.64,5.21,DROITE,DROITE,CENTRE,GAUCHE,DROITE,17.12,2.23,59.8,20.84,DROITE
59398,00398,Mérignies,2017,2344,260,2084,2045,11.09,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,40.83,25.97,13.01,10.95,3.62,DROITE,CENTRE,DROITE,GAUCHE,DROITE,25.97,1.56,57.46,15.01,DROITE
59399,00399,Merris,2017,814,125,689,678,15.36,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,28.17,25.81,17.55,14.6,7.37,DROITE,DROITE,GAUCHE,CENTRE,DROITE,14.6,1.03,61.36,23.01,DROITE
59400,00400,Merville,2017,7187,1593,5594,5432,22.17,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,37.76,20.67,14.4,13.48,5.39,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.4,1.25,56.63,27.72,DROITE
59401,00401,Méteren,2017,1716,239,1477,1429,13.93,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,26.87,23.79,18.19,14.84,6.3,DROITE,DROITE,CENTRE,GAUCHE,DROITE,18.19,2.66,56.96,22.18,DROITE
59402,00402,Millam,2017,622,93,529,510,14.95,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,34.12,19.22,17.84,14.9,8.04,DROITE,DROITE,CENTRE,GAUCHE,DROITE,17.84,0.78,61.37,20.0,DROITE
59403,00403,Millonfosse,2017,568,92,476,466,16.2,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,33.69,19.31,16.95,14.59,8.8,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.95,0.43,57.08,25.54,DROITE
59405,00405,Moeuvres,2017,345,51,294,290,14.78,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,53.1,15.86,10.34,8.62,4.48,DROITE,CENTRE,DROITE,GAUCHE,DROITE,15.86,1.38,67.93,14.83,DROITE
59406,00406,Monceau-Saint-Waast,2017,330,58,272,264,17.58,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,35.61,22.73,16.29,14.77,6.44,DROITE,DROITE,GAUCHE,CENTRE,DROITE,14.77,1.14,64.77,19.32,DROITE
59407,00407,Monchaux-sur-Ecaillon,2017,454,44,410,401,9.69,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.42,22.94,21.7,11.97,5.24,DROITE,DROITE,CENTRE,GAUCHE,DROITE,21.7,1.75,59.6,16.96,DROITE
59408,00408,Moncheaux,2017,1210,183,1027,1003,15.12,MACRON,LE PEN,FILLON,MÉLENCHON,DUPONT-AIGNAN,26.52,25.32,18.84,14.66,6.38,CENTRE,DROITE,DROITE,GAUCHE,DROITE,26.52,1.89,50.55,21.04,DROITE
59409,00409,Monchecourt,2017,1788,354,1434,1395,19.8,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,40.36,24.3,13.84,9.39,4.52,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.84,1.51,54.27,30.39,DROITE
59410,00410,Mons-en-Baroeul,2017,13286,3519,9767,9527,26.49,MÉLENCHON,MACRON,LE PEN,FILLON,HAMON,28.71,23.37,19.75,12.98,8.06,GAUCHE,CENTRE,DROITE,DROITE,GAUCHE,23.37,2.02,36.22,38.4,GAUCHE
59411,00411,Mons-en-Pévèle,2017,1737,309,1428,1395,17.79,FILLON,MACRON,LE PEN,MÉLENCHON,HAMON,25.38,22.29,20.93,15.2,6.67,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,22.29,1.51,52.33,23.87,DROITE
59412,00412,Montay,2017,226,41,185,184,18.14,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,42.39,20.65,14.13,10.33,3.26,DROITE,GAUCHE,DROITE,CENTRE,DROITE,10.33,3.26,59.78,26.63,DROITE
59413,00413,Montigny-en-Cambrésis,2017,472,81,391,387,17.16,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,41.34,19.38,14.73,10.85,5.17,DROITE,CENTRE,DROITE,GAUCHE,DROITE,19.38,2.33,61.24,17.05,DROITE
59414,00414,Montigny-en-Ostrevent,2017,3404,814,2590,2518,23.91,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,35.42,25.34,15.49,9.33,5.6,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,15.49,1.59,49.52,33.4,DROITE
59415,00415,Montrécourt,2017,193,40,153,149,20.73,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,34.23,18.79,17.45,12.08,6.71,DROITE,DROITE,GAUCHE,CENTRE,DROITE,12.08,4.03,59.73,24.16,DROITE
59416,00416,Morbecque,2017,2088,341,1747,1705,16.33,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,26.98,20.65,20.0,18.06,6.69,DROITE,DROITE,CENTRE,GAUCHE,DROITE,20.0,1.64,54.31,24.05,DROITE
59418,00418,Mortagne-du-Nord,2017,1073,349,724,712,32.53,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,41.43,22.89,15.31,9.97,3.51,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.31,1.54,54.92,28.23,DROITE
59419,00419,Mouchin,2017,1095,162,933,915,14.79,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,26.78,22.08,21.42,16.5,6.34,DROITE,DROITE,CENTRE,GAUCHE,DROITE,21.42,2.08,55.19,21.31,DROITE
59420,00420,Moustier-en-Fagne,2017,34,6,28,28,17.65,MACRON,MÉLENCHON,LE PEN,HAMON,FILLON,25.0,25.0,17.86,10.71,10.71,CENTRE,GAUCHE,DROITE,GAUCHE,DROITE,25.0,0.0,35.71,39.29,GAUCHE
59421,00421,Mouvaux,2017,10525,1904,8621,8501,18.09,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,42.01,23.34,13.9,10.55,4.49,DROITE,CENTRE,DROITE,GAUCHE,DROITE,23.34,1.07,60.4,15.19,DROITE
59422,00422,Naves,2017,513,101,412,398,19.69,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,31.91,18.34,17.84,17.34,8.04,DROITE,GAUCHE,CENTRE,DROITE,DROITE,17.84,1.01,57.29,23.87,DROITE
59423,00423,Neuf-Berquin,2017,944,133,811,780,14.09,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,31.15,20.26,17.69,16.03,7.44,DROITE,CENTRE,GAUCHE,DROITE,DROITE,20.26,1.67,54.62,23.46,DROITE
59424,00424,Neuf-Mesnil,2017,873,174,699,673,19.93,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,43.09,22.73,12.93,9.06,5.2,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,12.93,0.45,55.57,31.05,DROITE
59425,00425,Neuville-en-Avesnois,2017,241,24,217,214,9.96,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,25.23,22.43,20.56,15.42,7.48,DROITE,CENTRE,DROITE,GAUCHE,DROITE,22.43,0.47,53.27,23.83,DROITE
59426,00426,Neuville-en-Ferrain,2017,8390,1806,6584,6430,21.53,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,27.03,23.17,21.28,15.46,6.19,DROITE,CENTRE,DROITE,GAUCHE,DROITE,23.17,1.31,54.49,21.03,DROITE
59427,00427,La Neuville,2017,541,82,459,452,15.16,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,26.33,24.34,23.01,12.17,7.3,DROITE,CENTRE,DROITE,GAUCHE,DROITE,24.34,2.21,56.64,16.81,DROITE
59428,00428,Neuville-Saint-Rémy,2017,2828,710,2118,2052,25.11,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,35.72,18.91,17.11,14.47,6.29,DROITE,GAUCHE,CENTRE,DROITE,DROITE,17.11,1.56,56.48,24.85,DROITE
59429,00429,Neuville-sur-Escaut,2017,1849,347,1502,1457,18.77,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,42.9,27.45,12.01,6.73,4.26,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,12.01,1.03,53.4,33.56,DROITE
59430,00430,Neuvilly,2017,727,139,588,572,19.12,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,45.98,17.83,16.26,12.41,2.8,DROITE,DROITE,GAUCHE,CENTRE,DROITE,12.41,0.7,66.61,20.28,DROITE
59431,00431,Nieppe,2017,6288,1389,4899,4794,22.09,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,28.18,20.0,19.5,18.46,5.57,DROITE,CENTRE,DROITE,GAUCHE,DROITE,20.0,1.54,53.25,25.2,DROITE
59432,00432,Niergnies,2017,433,58,375,369,13.39,FILLON,LE PEN,MACRON,MÉLENCHON,HAMON,29.27,23.85,20.87,9.76,7.05,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,20.87,1.63,59.89,17.62,DROITE
59433,00433,Nieurlet,2017,729,128,601,587,17.56,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,41.23,17.89,16.52,10.73,5.79,DROITE,CENTRE,GAUCHE,DROITE,DROITE,17.89,0.51,57.75,23.85,DROITE
59434,00434,Nivelle,2017,1024,158,866,844,15.43,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.4,20.38,18.72,15.64,7.11,DROITE,DROITE,CENTRE,GAUCHE,DROITE,18.72,1.07,58.89,21.33,DROITE
59435,00435,Nomain,2017,2101,346,1755,1720,16.47,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,28.02,22.97,22.44,14.07,5.47,DROITE,CENTRE,DROITE,GAUCHE,DROITE,22.97,1.16,55.93,19.94,DROITE
59436,00436,Noordpeene,2017,635,71,564,549,11.18,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.69,19.85,14.94,14.57,9.11,DROITE,DROITE,CENTRE,GAUCHE,DROITE,14.94,3.46,60.66,20.95,DROITE
59437,00437,Noyelles-lès-Seclin,2017,686,86,600,593,12.54,MACRON,FILLON,LE PEN,MÉLENCHON,HAMON,25.97,23.78,19.22,15.85,6.41,CENTRE,DROITE,DROITE,GAUCHE,GAUCHE,25.97,1.35,48.9,23.78,DROITE
59438,00438,Noyelles-sur-Escaut,2017,561,65,496,487,11.59,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,34.7,19.51,17.25,14.78,6.98,DROITE,CENTRE,GAUCHE,DROITE,DROITE,19.51,1.85,56.47,22.18,DROITE
59439,00439,Noyelles-sur-Sambre,2017,230,39,191,187,16.96,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,31.55,21.39,20.86,13.37,4.81,DROITE,CENTRE,DROITE,GAUCHE,DROITE,21.39,1.07,57.22,20.32,DROITE
59440,00440,Noyelles-sur-Selle,2017,552,74,478,470,13.41,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,41.49,20.0,14.68,14.47,3.62,DROITE,GAUCHE,DROITE,CENTRE,DROITE,14.47,1.28,59.79,24.47,DROITE
59441,00441,Obies,2017,520,89,431,425,17.12,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,28.24,22.59,21.41,12.71,6.59,DROITE,DROITE,CENTRE,GAUCHE,DROITE,21.41,1.41,57.41,19.76,DROITE
59442,00442,Obrechies,2017,231,34,197,193,14.72,LE PEN,MACRON,FILLON,MÉLENCHON,HAMON,38.86,19.69,18.13,11.92,5.7,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,19.69,0.52,61.66,18.13,DROITE
59443,00443,Ochtezeele,2017,285,29,256,247,10.18,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,26.32,23.08,21.46,12.55,8.5,DROITE,CENTRE,DROITE,GAUCHE,DROITE,23.08,3.64,56.28,17.0,DROITE
59444,00444,Odomez,2017,639,131,508,497,20.5,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,40.44,17.51,15.69,11.87,5.84,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.69,2.41,58.15,23.74,DROITE
59445,00445,Ohain,2017,908,217,691,671,23.9,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,42.18,16.54,14.61,14.61,6.11,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.61,1.79,62.89,20.72,DROITE
59446,00446,Oisy,2017,432,68,364,352,15.74,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,25.28,21.88,21.31,19.32,6.25,DROITE,DROITE,CENTRE,GAUCHE,DROITE,21.31,0.85,53.41,24.43,DROITE
59447,00447,Onnaing,2017,6225,1647,4578,4455,26.46,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,38.47,24.38,14.01,10.48,4.69,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.01,1.75,53.65,30.59,DROITE
59448,00448,Oost-Cappel,2017,348,71,277,268,20.4,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,37.69,19.78,19.03,10.07,7.84,DROITE,DROITE,CENTRE,GAUCHE,DROITE,19.03,1.87,65.3,13.81,DROITE
59449,00449,Orchies,2017,6641,1362,5279,5129,20.51,LE PEN,MACRON,MÉLENCHON,FILLON,HAMON,29.34,21.08,19.95,14.56,6.14,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,21.08,1.31,49.19,28.43,DROITE
59450,00450,Ors,2017,501,93,408,398,18.56,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,40.45,18.84,15.83,13.57,4.77,DROITE,GAUCHE,DROITE,CENTRE,DROITE,13.57,2.26,61.06,23.12,DROITE
59451,00451,Orsinval,2017,426,52,374,371,12.21,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,27.76,25.07,21.56,13.75,5.93,DROITE,DROITE,CENTRE,GAUCHE,DROITE,21.56,2.7,58.76,16.98,DROITE
59452,00452,Ostricourt,2017,3940,1120,2820,2749,28.43,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,31.61,25.83,15.28,11.31,6.18,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,15.28,2.11,48.42,34.19,DROITE
59453,00453,Oudezeele,2017,507,81,426,415,15.98,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,30.84,18.31,17.11,16.87,8.92,DROITE,CENTRE,DROITE,GAUCHE,DROITE,18.31,2.17,56.87,22.65,DROITE
59454,00454,Oxelaëre,2017,385,32,353,346,8.31,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,34.97,24.28,16.47,13.01,4.05,DROITE,DROITE,CENTRE,GAUCHE,DROITE,16.47,3.76,63.29,16.47,DROITE
59455,00455,Paillencourt,2017,757,116,641,631,15.32,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,36.29,18.7,15.85,15.06,7.45,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.85,1.27,58.8,24.09,DROITE
59456,00456,Pecquencourt,2017,4360,1250,3110,3035,28.67,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,40.76,25.17,14.23,8.17,3.76,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.23,1.61,52.69,31.47,DROITE
59457,00457,Pérenchies,2017,6163,1318,4845,4711,21.39,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,27.53,20.29,19.06,17.19,6.11,DROITE,CENTRE,GAUCHE,DROITE,DROITE,20.29,1.61,50.84,27.26,DROITE
59458,00458,Péronne-en-Mélantois,2017,645,45,600,590,6.98,FILLON,MACRON,LE PEN,MÉLENCHON,HAMON,30.17,22.2,21.36,14.41,4.92,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,22.2,1.86,55.76,20.17,DROITE
59459,00459,Petite-Forêt,2017,3823,803,3020,2965,21.0,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,40.98,22.6,15.99,9.41,4.18,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.99,1.21,54.57,28.23,DROITE
59461,00461,Petit-Fayt,2017,231,33,198,196,14.29,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,38.78,23.47,14.8,10.71,8.16,DROITE,DROITE,CENTRE,GAUCHE,DROITE,14.8,1.02,70.41,13.78,DROITE
59462,00462,Phalempin,2017,3715,565,3150,3078,15.21,MACRON,FILLON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,24.82,24.46,20.96,16.18,5.62,CENTRE,DROITE,DROITE,GAUCHE,DROITE,24.82,1.3,51.04,22.84,DROITE
59463,00463,Pitgam,2017,727,92,635,620,12.65,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,36.94,24.68,13.71,13.71,4.84,DROITE,DROITE,CENTRE,GAUCHE,DROITE,13.71,2.74,66.45,17.1,DROITE
59464,00464,Poix-du-Nord,2017,1556,372,1184,1155,23.91,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,44.85,15.06,13.16,12.9,5.45,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,13.16,1.56,62.51,22.77,DROITE
59465,00465,Pommereuil,2017,517,81,436,417,15.67,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,47.24,16.79,14.63,10.07,5.76,DROITE,DROITE,GAUCHE,CENTRE,DROITE,10.07,0.72,69.78,19.42,DROITE
59466,00466,Pont-à-Marcq,2017,2055,319,1736,1700,15.52,MACRON,LE PEN,FILLON,MÉLENCHON,HAMON,25.41,24.76,18.47,16.65,6.12,CENTRE,DROITE,DROITE,GAUCHE,GAUCHE,25.41,1.41,49.29,23.88,DROITE
