code_geo,libelle_commune,annee,bloc_vainqueur,cible_binaire,cible_multiclasse,bloc_cand1_enc,taux_faible_diplome_scaled,bloc_cand3_enc,bloc_cand2_enc,bloc_cand5_enc,revenu_median_scaled,log_delinquance_scaled,cible_transition,cible_transition_enc
59598,Toufflers,2017,DROITE,0,0,0,0.3322660141043547,0,1,0,0.6562315780885113,1.3645557444941694,BASCULE_CENTRE,1
59599,Tourcoing,2017,GAUCHE,1,2,2,0.5393212098437118,1,0,2,-1.43558981390013,1.4806344526781543,GAUCHE,3
59600,Tourmignies,2017,CENTRE,1,1,1,1.2378906085531312,0,0,2,2.08307050245125,-1.032153966622708,CENTRE,2
59601,Trélon,2017,DROITE,0,0,0,0.18326367698350843,1,2,0,-1.3446267800569818,0.6429847267329861,STABLE_DROITE,0
59602,Tressin,2017,DROITE,0,0,0,1.2746574190115212,2,1,2,1.836452313223076,0.882151103633572,BASCULE_CENTRE,1
59603,Trith-Saint-Léger,2017,DROITE,0,0,0,-1.150016975954968,1,2,0,-1.1147562974208673,1.1713807555241789,STABLE_DROITE,0
59604,Troisvilles,2017,DROITE,0,0,0,-0.7242960127525513,1,2,0,-0.8234775572805338,-1.032153966622708,STABLE_DROITE,0
59605,Uxem,2017,DROITE,0,0,0,-0.04507756691596934,0,1,0,0.9461967726137813,-1.032153966622708,BASCULE_CENTRE,1
59606,Valenciennes,2017,DROITE,0,0,0,1.1527464159126481,0,1,2,-0.9659972565149249,1.4806344526781543,BASCULE_CENTRE,1
59607,Vendegies-au-Bois,2017,DROITE,0,0,0,0.11940553250314631,2,0,0,0.10224371493547549,-1.032153966622708,STABLE_DROITE,0
59608,Vendegies-sur-Ecaillon,2017,DROITE,0,0,0,0.7270254527102314,0,1,0,1.1501247293523913,-1.032153966622708,STABLE_DROITE,0
59609,Vendeville,2017,CENTRE,1,1,1,1.3578665163647206,0,0,2,1.7287415727878679,1.4510139897910153,CENTRE,2
59610,Verchain-Maugré,2017,DROITE,0,0,0,-0.03153189990498331,0,1,0,0.3275167879188676,-1.032153966622708,STABLE_DROITE,0
59611,Verlinghem,2017,DROITE,0,0,0,2.3002579212718883,0,1,0,2.3428241478300595,1.128248965390316,BASCULE_CENTRE,1
59612,Vertain,2017,DROITE,0,0,0,0.23164105916560118,2,0,0,0.31996390063225244,-1.032153966622708,STABLE_DROITE,0
59613,Vicq,2017,DROITE,0,0,0,-0.6836590117195932,1,2,0,-0.47079055963598115,0.9536912658228547,STABLE_DROITE,0
59614,Viesly,2017,DROITE,0,0,0,0.2993693942205313,0,2,0,-0.9374276393872935,0.03088517931595075,STABLE_DROITE,0
59615,Vieux-Berquin,2017,DROITE,0,0,0,-0.6875292022941611,1,0,0,0.603032980678439,-0.14119629334979594,STABLE_DROITE,0
59616,Vieux-Condé,2017,DROITE,0,0,0,-0.17666404645126157,1,2,0,-1.4490536564545309,1.2054030646991525,STABLE_DROITE,0
59617,Vieux-Mesnil,2017,DROITE,0,0,0,-0.5423970557478829,0,1,0,0.07531602982667351,-1.032153966622708,STABLE_DROITE,0
59618,Vieux-Reng,2017,DROITE,0,0,0,-0.970053114237583,1,0,0,0.02868516049191887,-1.032153966622708,STABLE_DROITE,0
59619,Villereau,2017,DROITE,0,0,0,1.1585517017744982,0,1,0,0.8539201931555697,-1.032153966622708,STABLE_DROITE,0
59620,Villers-au-Tertre,2017,DROITE,0,0,0,-1.2874087413521103,1,2,2,0.38629795419295976,-1.032153966622708,STABLE_DROITE,0
59622,Villers-en-Cauchies,2017,DROITE,0,0,0,-0.6507623918357698,1,2,0,-0.29149158317981194,0.2662613891671443,STABLE_DROITE,0
59623,Villers-Guislain,2017,DROITE,0,0,0,-1.2100049298607622,1,0,0,-0.7600989813537194,-1.032153966622708,STABLE_DROITE,0
