code_geo,libelle_commune,pred_binaire,proba_droite,proba_exception,pred_label,scenario
59014,Anzin,0,0.5372019610001075,0.46279803899989247,DROITE,Pessimiste
59015,Arleux,0,0.6248524500439481,0.3751475499560519,DROITE,Pessimiste
59016,Armbouts-Cappel,0,0.7343100122908115,0.26568998770918845,DROITE,Pessimiste
59017,Armentières,1,0.446314120431056,0.553685879568944,EXCEPTION,Pessimiste
59018,Arnèke,0,0.8112141778166608,0.18878582218333914,DROITE,Pessimiste
59019,Artres,1,0.31140869507934055,0.6885913049206595,EXCEPTION,Pessimiste
59021,Assevent,0,0.8210884730464445,0.17891152695355544,DROITE,Pessimiste
59022,Attiches,1,0.0390835655440358,0.9609164344559642,EXCEPTION,Pessimiste
59023,Aubencheul-au-Bac,0,0.9247271627783281,0.07527283722167184,DROITE,Pessimiste
59024,Auberchicourt,0,0.6798002264017853,0.32019977359821467,DROITE,Pessimiste
59025,Aubers,1,0.029168279063020996,0.970831720936979,EXCEPTION,Pessimiste
59026,Aubigny-au-Bac,0,0.9709247144001921,0.029075285599807894,DROITE,Pessimiste
59027,Aubry-du-Hainaut,1,0.2752983646715521,0.7247016353284479,EXCEPTION,Pessimiste
59028,Auby,0,0.8841373326012993,0.11586266739870063,DROITE,Pessimiste
59029,Auchy-lez-Orchies,1,0.1410464362068964,0.8589535637931036,EXCEPTION,Pessimiste
59031,Audignies,0,0.7964391496698873,0.20356085033011276,DROITE,Pessimiste
59032,Aulnoy-lez-Valenciennes,0,0.6530207832010589,0.34697921679894106,DROITE,Pessimiste
59033,Aulnoye-Aymeries,0,0.6908738263804384,0.3091261736195616,DROITE,Pessimiste
59034,Avelin,1,0.011526002742846764,0.9884739972571532,EXCEPTION,Pessimiste
59035,Avesnelles,1,0.38701341157609526,0.6129865884239047,EXCEPTION,Pessimiste
59036,Avesnes-sur-Helpe,0,0.6460455043083118,0.35395449569168824,DROITE,Pessimiste
59037,Avesnes-les-Aubert,0,0.5780906730115769,0.4219093269884231,DROITE,Pessimiste
59038,Avesnes-le-Sec,0,0.8749624417651115,0.1250375582348885,DROITE,Pessimiste
59039,Awoingt,1,0.19094284751586033,0.8090571524841397,EXCEPTION,Pessimiste
59041,Bachant,0,0.9541872078821243,0.04581279211787569,DROITE,Pessimiste
59042,Bachy,1,0.3403974330312739,0.6596025669687261,EXCEPTION,Pessimiste
59043,Bailleul,1,0.17568853304966148,0.8243114669503385,EXCEPTION,Pessimiste
59044,Baisieux,1,0.04508225554673628,0.9549177444532637,EXCEPTION,Pessimiste
59045,Baives,0,0.9725661165860899,0.02743388341391003,DROITE,Pessimiste
59046,Bambecque,0,0.9172570354792339,0.0827429645207661,DROITE,Pessimiste
59047,Banteux,0,0.8110295785343337,0.18897042146566634,DROITE,Pessimiste
59048,Bantigny,0,0.8681165294437452,0.13188347055625488,DROITE,Pessimiste
59049,Bantouzelle,0,0.9892279628037964,0.010772037196203607,DROITE,Pessimiste
59050,Bas-Lieu,0,0.9316021841537101,0.06839781584628984,DROITE,Pessimiste
59051,La Bassée,1,0.33129639320741133,0.6687036067925887,EXCEPTION,Pessimiste
59052,Bauvin,0,0.5829673449189767,0.41703265508102333,DROITE,Pessimiste
59053,Bavay,1,0.4074926153665003,0.5925073846334997,EXCEPTION,Pessimiste
59054,Bavinchove,0,0.8869868151779555,0.1130131848220445,DROITE,Pessimiste
