commune,candidat,pct_2022,target_2022,prediction,correct
Quérénaing,LE PEN,29.47,1,1,1
Quérénaing,MACRON,28.71,0,1,0
Roeulx,LE PEN,46.27,1,1,1
Roeulx,MACRON,15.37,0,0,1
Rouvignies,LE PEN,41.71,1,1,1
Rouvignies,MÉLENCHON,19.52,0,0,1
La Sentinelle,LE PEN,41.84,1,1,1
La Sentinelle,MÉLENCHON,20.44,0,0,1
Thiant,LE PEN,42.32,1,1,1
Thiant,MACRON,18.55,0,0,1
Trith-Saint-Léger,LE PEN,42.55,1,1,1
Trith-Saint-Léger,MÉLENCHON,20.46,0,0,1
Verchain-Maugré,LE PEN,42.31,1,1,1
Verchain-Maugré,MACRON,21.55,0,0,1
Wasnes-au-Bac,LE PEN,40.58,1,1,1
Wasnes-au-Bac,MACRON,28.8,0,1,0
Wavrechain-sous-Denain,LE PEN,49.54,1,1,1
Wavrechain-sous-Denain,MÉLENCHON,19.48,0,0,1
Wavrechain-sous-Faulx,LE PEN,40.87,1,1,1
Wavrechain-sous-Faulx,MACRON,21.03,0,0,1
Anzin,LE PEN,40.11,1,1,1
Anzin,MÉLENCHON,22.94,0,0,1
Beuvrages,LE PEN,37.71,1,1,1
Beuvrages,MÉLENCHON,26.87,0,0,1
Bousignies,MACRON,31.1,1,1,1
Bousignies,LE PEN,24.88,0,0,1
Brillon,MACRON,28.87,1,1,1
Brillon,LE PEN,24.06,0,0,1
Bruay-sur-l'Escaut,LE PEN,46.63,1,1,1
Bruay-sur-l'Escaut,MÉLENCHON,18.97,0,0,1
Bruille-Saint-Amand,LE PEN,34.82,1,1,1
Bruille-Saint-Amand,MACRON,20.28,0,0,1
Château-l'Abbaye,LE PEN,28.57,1,1,1
Château-l'Abbaye,MACRON,24.66,0,0,1
Escautpont,LE PEN,45.91,1,1,1
Escautpont,MACRON,16.08,0,0,1
Flines-lès-Mortagne,LE PEN,32.09,1,1,1
Flines-lès-Mortagne,MACRON,23.88,0,0,1
Fresnes-sur-Escaut,LE PEN,44.6,1,1,1
Fresnes-sur-Escaut,MACRON,16.26,0,0,1
Hasnon,LE PEN,31.21,1,1,1
Hasnon,MACRON,21.8,0,0,1
Hergnies,LE PEN,38.04,1,1,1
Hergnies,MACRON,21.66,0,0,1
Lecelles,MACRON,31.34,1,1,1
Lecelles,LE PEN,25.96,0,0,1
Maulde,LE PEN,31.55,1,1,1
Maulde,ROUSSEL,22.28,0,0,1
Millonfosse,MACRON,28.38,1,1,1
Millonfosse,LE PEN,28.15,0,1,0
Mortagne-du-Nord,LE PEN,39.89,1,1,1
Mortagne-du-Nord,ROUSSEL,17.13,0,0,1
Nivelle,LE PEN,29.67,1,1,1
Nivelle,MACRON,25.09,0,0,1
Odomez,LE PEN,36.4,1,1,1
Odomez,MACRON,17.98,0,0,1
Raismes,LE PEN,39.69,1,1,1
Raismes,MÉLENCHON,18.62,0,0,1
Rosult,MACRON,30.97,1,1,1
Rosult,LE PEN,23.8,0,0,1
Rumegies,LE PEN,31.65,1,1,1
Rumegies,MACRON,28.98,0,1,0
Saint-Amand-les-Eaux,LE PEN,28.24,1,1,1
Saint-Amand-les-Eaux,ROUSSEL,20.71,0,0,1
Sars-et-Rosières,MACRON,33.97,1,1,1
Sars-et-Rosières,LE PEN,25.12,0,0,1
Thun-Saint-Amand,LE PEN,30.45,1,1,1
Thun-Saint-Amand,MACRON,21.45,0,0,1
Vicq,LE PEN,42.88,1,1,1
Vicq,MÉLENCHON,18.56,0,0,1
Vieux-Condé,LE PEN,42.76,1,1,1
Vieux-Condé,MÉLENCHON,20.51,0,0,1
Aubry-du-Hainaut,MACRON,34.4,1,1,1
Aubry-du-Hainaut,LE PEN,27.6,0,1,0
Bellaing,LE PEN,36.12,1,1,1
Bellaing,MACRON,24.04,0,0,1
Condé-sur-l'Escaut,LE PEN,36.3,1,1,1
Condé-sur-l'Escaut,MÉLENCHON,28.1,0,0,1
Crespin,LE PEN,42.16,1,1,1
Crespin,MÉLENCHON,20.61,0,0,1
Curgies,MACRON,33.5,1,1,1
Curgies,LE PEN,28.78,0,1,0
Estreux,MACRON,33.66,1,1,1
Estreux,LE PEN,23.83,0,0,1
Marly,LE PEN,29.33,1,1,1
Marly,MÉLENCHON,23.42,0,0,1
Onnaing,LE PEN,40.21,1,1,1
Onnaing,MÉLENCHON,18.9,0,0,1
Petite-Forêt,LE PEN,40.6,1,1,1
Petite-Forêt,MACRON,18.7,0,0,1
Préseau,LE PEN,29.86,1,1,1
Préseau,MACRON,28.4,0,1,0
Quarouble,LE PEN,41.01,1,1,1
Quarouble,MACRON,19.88,0,0,1
Quiévrechain,LE PEN,38.32,1,1,1
Quiévrechain,MÉLENCHON,29.45,0,1,0
Rombies-et-Marchipont,LE PEN,39.22,1,1,1
Rombies-et-Marchipont,MACRON,24.08,0,0,1
Saint-Aybert,LE PEN,39.78,1,1,1
Saint-Aybert,MACRON,20.43,0,0,1
Saint-Saulve,LE PEN,30.04,1,1,1
Saint-Saulve,MACRON,28.45,0,1,0
Saultain,LE PEN,32.21,1,1,1
Saultain,MACRON,28.36,0,1,0
Sebourg,MACRON,32.33,1,1,1
Sebourg,LE PEN,22.78,0,0,1
Thivencelle,LE PEN,51.76,1,1,1
Thivencelle,MACRON,15.69,0,0,1
Valenciennes,MACRON,28.95,1,1,1
Valenciennes,LE PEN,24.9,0,0,1
Wallers,LE PEN,41.43,1,1,1
Wallers,MACRON,20.7,0,0,1
