commune,candidat,pct_2017,target_2017,taux_chomage,revenu_median,taux_faible_diplome,taux_delinquance,population_municipale,pct_2022,target_2022,Tg
Houplin-Ancoisne,LE PEN,27.92,1.0,10.26,22997.0,61.37,40.42,3439.0,27.67,0.0,0
Houplin-Ancoisne,MACRON,21.27,0.0,10.26,22997.0,61.37,40.42,3439.0,29.51,1.0,1
Houplines,LE PEN,30.45,1.0,11.06,20012.0,55.39,41.07,7840.0,32.37,1.0,1
Houplines,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.02,0.0,0
Houplines,MÉLENCHON,20.33,0.0,11.06,20012.0,55.39,41.07,7840.0,0.0,0.0,0
Houtkerque,FILLON,24.62,0.0,3.88,21300.0,51.24,0.0,1005.0,0.0,0.0,0
Houtkerque,LE PEN,37.09,1.0,3.88,21300.0,51.24,0.0,1005.0,33.63,1.0,1
Houtkerque,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.28,0.0,0
Hoymille,LE PEN,29.46,1.0,6.36,22625.0,52.79,9.31,3224.0,32.76,1.0,1
Hoymille,MACRON,20.34,0.0,6.36,22625.0,52.79,9.31,3224.0,32.02,0.0,0
Hélesmes,LE PEN,41.73,1.0,11.41,20330.0,55.07,9.62,1975.0,44.66,1.0,1
Hélesmes,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22,0.0,0
Hélesmes,MÉLENCHON,18.8,0.0,11.41,20330.0,55.07,9.62,1975.0,0.0,0.0,0
Hérin,LE PEN,40.84,1.0,13.28,18133.0,51.0,28.63,4052.0,42.68,1.0,1
Hérin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.79,0.0,0
Hérin,MÉLENCHON,21.9,0.0,13.28,18133.0,51.0,28.63,4052.0,0.0,0.0,0
Illies,FILLON,19.74,0.0,10.06,21733.0,57.72,8.41,1546.0,0.0,0.0,0
Illies,LE PEN,33.12,1.0,10.06,21733.0,57.72,8.41,1546.0,34.33,1.0,1
Illies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.12,0.0,0
Inchy,FILLON,15.83,0.0,19.05,17145.0,59.01,0.0,738.0,0.0,0.0,0
Inchy,LE PEN,40.29,1.0,19.05,17145.0,59.01,0.0,738.0,46.61,1.0,1
Inchy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.34,0.0,0
Iwuy,LE PEN,44.99,1.0,19.41,17647.0,55.3,20.98,3336.0,51.64,1.0,1
Iwuy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.48,0.0,0
Iwuy,MÉLENCHON,17.81,0.0,19.41,17647.0,55.3,20.98,3336.0,0.0,0.0,0
Jenlain,LE PEN,27.9,1.0,3.85,24472.0,59.95,6.17,1134.0,29.29,0.0,0
Jenlain,MACRON,24.17,0.0,3.85,24472.0,59.95,6.17,1134.0,31.46,1.0,1
Jeumont,LE PEN,34.55,1.0,31.38,15578.0,52.63,43.5,10185.0,40.13,1.0,1
Jeumont,MÉLENCHON,25.92,0.0,31.38,15578.0,52.63,43.5,10185.0,25.91,0.0,0
Jolimetz,FILLON,21.59,0.0,10.59,23588.0,55.71,0.0,873.0,0.0,0.0,0
Jolimetz,LE PEN,27.57,1.0,10.59,23588.0,55.71,0.0,873.0,28.74,0.0,0
Jolimetz,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,1.0,1
Killem,FILLON,20.73,0.0,8.0,18977.0,47.81,0.0,1084.0,0.0,0.0,0
Killem,LE PEN,34.49,1.0,8.0,18977.0,47.81,0.0,1084.0,43.75,1.0,1
Killem,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16,0.0,0
La Bassée,LE PEN,33.94,1.0,15.22,18819.0,56.44,45.01,6421.0,37.6,1.0,1
La Bassée,MACRON,18.63,0.0,15.22,18819.0,56.44,45.01,6421.0,26.37,0.0,0
La Chapelle-d'Armentières,LE PEN,25.31,1.0,12.38,21707.0,58.2,41.51,8432.0,26.72,0.0,0
La Chapelle-d'Armentières,MACRON,22.49,0.0,12.38,21707.0,58.2,41.51,8432.0,33.07,1.0,1
La Flamengrie,LE PEN,31.72,1.0,5.56,22825.0,51.48,0.0,410.0,32.56,1.0,1
La Flamengrie,MACRON,23.35,0.0,5.56,22825.0,51.48,0.0,410.0,27.91,0.0,0
La Gorgue,LE PEN,37.75,1.0,12.17,19378.0,53.46,31.55,5673.0,40.49,1.0,1
La Gorgue,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.07,0.0,0
La Gorgue,MÉLENCHON,18.36,0.0,12.17,19378.0,53.46,31.55,5673.0,0.0,0.0,0
La Groise,FILLON,19.49,0.0,19.51,18071.0,52.03,0.0,489.0,0.0,0.0,0
La Groise,LE PEN,38.24,1.0,19.51,18071.0,52.03,0.0,489.0,41.38,1.0,1
La Groise,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0
La Longueville,FILLON,18.28,0.0,12.71,20765.0,54.0,15.59,2117.0,0.0,0.0,0
La Longueville,LE PEN,34.85,1.0,12.71,20765.0,54.0,15.59,2117.0,37.17,1.0,1
La Longueville,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.37,0.0,0
La Madeleine,FILLON,23.3,0.0,13.09,22479.0,72.87,53.31,21253.0,0.0,0.0,0
La Madeleine,MACRON,28.96,1.0,13.09,22479.0,72.87,53.31,21253.0,36.2,1.0,1
La Madeleine,MÉLENCHON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.87,0.0,0
La Neuville,FILLON,26.33,1.0,3.57,26524.0,60.37,0.0,654.0,0.0,0.0,0
La Neuville,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.19,0.0,0
La Neuville,MACRON,24.34,0.0,3.57,26524.0,60.37,0.0,654.0,34.51,1.0,1
La Sentinelle,LE PEN,39.63,1.0,21.62,16963.0,56.6,56.54,3148.0,41.84,1.0,1
La Sentinelle,MÉLENCHON,24.69,0.0,21.62,16963.0,56.6,56.54,3148.0,20.44,0.0,0
Lallaing,LE PEN,43.09,1.0,23.67,16879.0,55.72,30.34,6164.0,49.1,1.0,1
Lallaing,MÉLENCHON,27.6,0.0,23.67,16879.0,55.72,30.34,6164.0,17.28,0.0,0
Lambersart,FILLON,27.25,0.0,11.77,25080.0,69.89,37.48,27618.0,0.0,0.0,0
Lambersart,MACRON,30.43,1.0,11.77,25080.0,69.89,37.48,27618.0,39.74,1.0,1
Lambersart,MÉLENCHON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,0.0,0
Lambres-lez-Douai,LE PEN,29.34,1.0,16.06,20642.0,55.82,32.8,5152.0,34.63,1.0,1
Lambres-lez-Douai,MACRON,20.07,0.0,16.06,20642.0,55.82,32.8,5152.0,25.39,0.0,0
Landas,FILLON,27.67,1.0,5.38,24021.0,60.95,10.82,2402.0,0.0,0.0,0
Landas,LE PEN,24.32,0.0,5.38,24021.0,60.95,10.82,2402.0,26.33,0.0,0
Landas,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.26,1.0,1
Landrecies,LE PEN,36.16,1.0,27.4,16587.0,56.77,17.47,3491.0,41.15,1.0,1
Landrecies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,0.0,0
Landrecies,MÉLENCHON,21.16,0.0,27.4,16587.0,56.77,17.47,3491.0,0.0,0.0,0
Lannoy,LE PEN,25.94,1.0,15.49,17717.0,61.54,40.53,1752.0,25.86,0.0,0
Lannoy,MACRON,23.06,0.0,15.49,17717.0,61.54,40.53,1752.0,28.22,1.0,1
Larouillies,FILLON,20.69,0.0,18.18,19678.0,51.36,0.0,257.0,0.0,0.0,0
Larouillies,LE PEN,36.55,1.0,18.18,19678.0,51.36,0.0,257.0,37.84,1.0,1
Larouillies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.41,0.0,0
Lauwin-Planque,LE PEN,31.51,1.0,10.29,21890.0,52.64,32.65,1715.0,34.27,1.0,1
Lauwin-Planque,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.56,0.0,0
Lauwin-Planque,MÉLENCHON,19.63,0.0,10.29,21890.0,52.64,32.65,1715.0,0.0,0.0,0
Le Cateau-Cambrésis,LE PEN,39.48,1.0,30.23,15426.0,59.71,40.53,6983.0,46.53,1.0,1
Le Cateau-Cambrésis,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,0.0,0
Le Cateau-Cambrésis,MÉLENCHON,17.84,0.0,30.23,15426.0,59.71,40.53,6983.0,0.0,0.0,0
Le Doulieu,FILLON,24.21,0.0,7.64,22572.0,57.19,0.0,1462.0,0.0,0.0,0
Le Doulieu,LE PEN,25.69,1.0,7.64,22572.0,57.19,0.0,1462.0,27.07,0.0,0
Le Doulieu,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.64,1.0,1
Le Favril,LE PEN,36.43,1.0,9.97,19875.0,54.66,0.0,516.0,38.38,1.0,1
Le Favril,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.13,0.0,0
Le Favril,MÉLENCHON,21.65,0.0,9.97,19875.0,54.66,0.0,516.0,0.0,0.0,0
Le Maisnil,FILLON,37.42,1.0,4.69,29352.0,67.84,0.0,643.0,0.0,0.0,0
Le Maisnil,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.45,0.0,0
Le Maisnil,MACRON,25.38,0.0,4.69,29352.0,67.84,0.0,643.0,44.99,1.0,1
Le Quesnoy,LE PEN,31.95,1.0,19.42,17500.0,62.78,56.44,5014.0,35.71,1.0,1
Le Quesnoy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12,0.0,0
Le Quesnoy,MÉLENCHON,18.5,0.0,19.42,17500.0,62.78,56.44,5014.0,0.0,0.0,0
Lecelles,LE PEN,28.69,1.0,6.04,23588.0,60.43,7.17,2791.0,25.96,0.0,0
Lecelles,MACRON,21.2,0.0,6.04,23588.0,60.43,7.17,2791.0,31.34,1.0,1
Lederzeele,FILLON,25.06,0.0,1.82,20251.0,53.87,0.0,667.0,0.0,0.0,0
Lederzeele,LE PEN,31.74,1.0,1.82,20251.0,53.87,0.0,667.0,37.59,1.0,1
Lederzeele,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0
Ledringhem,LE PEN,25.36,1.0,9.52,22848.0,52.83,0.0,664.0,29.36,1.0,1
Ledringhem,MACRON,23.22,0.0,9.52,22848.0,52.83,0.0,664.0,28.64,0.0,0
Leers,LE PEN,27.05,1.0,10.98,22309.0,56.27,63.8,9546.0,29.17,0.0,0
Leers,MACRON,22.37,0.0,10.98,22309.0,56.27,63.8,9546.0,31.2,1.0,1
Leffrinckoucke,LE PEN,27.19,1.0,20.27,21099.0,57.58,26.65,4277.0,28.64,0.0,0
Leffrinckoucke,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.34,1.0,1
Leffrinckoucke,MÉLENCHON,20.92,0.0,20.27,21099.0,57.58,26.65,4277.0,0.0,0.0,0
Les Rues-des-Vignes,FILLON,18.45,0.0,8.94,21333.0,51.65,0.0,794.0,0.0,0.0,0
Les Rues-des-Vignes,LE PEN,34.13,1.0,8.94,21333.0,51.65,0.0,794.0,34.79,1.0,1
Les Rues-des-Vignes,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.79,0.0,0
Lesdain,LE PEN,32.05,1.0,4.3,20305.0,56.65,0.0,408.0,36.71,1.0,1
Lesdain,MACRON,24.71,0.0,4.3,20305.0,56.65,0.0,408.0,21.1,0.0,0
Lesquin,LE PEN,24.53,0.0,9.36,23044.0,60.19,80.01,7912.0,24.68,0.0,0
Lesquin,MACRON,24.64,1.0,9.36,23044.0,60.19,80.01,7912.0,33.19,1.0,1
Leval,LE PEN,38.89,1.0,20.16,17558.0,46.24,12.98,2465.0,40.25,1.0,1
Leval,MÉLENCHON,28.96,0.0,20.16,17558.0,46.24,12.98,2465.0,18.74,0.0,0
Lewarde,LE PEN,35.41,1.0,21.47,18598.0,52.28,16.1,2422.0,37.56,1.0,1
Lewarde,MÉLENCHON,26.04,0.0,21.47,18598.0,52.28,16.1,2422.0,19.4,0.0,0
Lez-Fontaine,FILLON,33.09,1.0,9.52,22106.0,53.18,0.0,232.0,0.0,0.0,0
Lez-Fontaine,LE PEN,25.9,0.0,9.52,22106.0,53.18,0.0,232.0,25.53,0.0,0
Lez-Fontaine,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.08,1.0,1
Lezennes,MACRON,22.5,0.0,7.85,23664.0,63.36,89.72,3143.0,25.42,0.0,0
Lezennes,MÉLENCHON,25.05,1.0,7.85,23664.0,63.36,89.72,3143.0,28.13,1.0,1
Liessies,LE PEN,29.3,1.0,15.69,20389.0,54.92,0.0,531.0,36.18,1.0,1
Liessies,MACRON,22.93,0.0,15.69,20389.0,54.92,0.0,531.0,0.0,0.0,0
Liessies,MÉLENCHON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0
Lieu-Saint-Amand,LE PEN,42.61,1.0,14.41,20811.0,51.84,7.55,1325.0,46.84,1.0,1
Lieu-Saint-Amand,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.72,0.0,0
Lieu-Saint-Amand,MÉLENCHON,22.34,0.0,14.41,20811.0,51.84,7.55,1325.0,0.0,0.0,0
Ligny-en-Cambrésis,LE PEN,42.67,1.0,18.62,18542.0,51.52,9.48,1899.0,49.64,1.0,1
Ligny-en-Cambrésis,MACRON,15.6,0.0,18.62,18542.0,51.52,9.48,1899.0,20.84,0.0,0
Lille,MACRON,25.02,0.0,19.78,18424.0,71.93,132.99,232440.0,0.0,0.0,0
Lille,MÉLENCHON,29.92,1.0,19.78,18424.0,71.93,132.99,232440.0,47.4,1.0,1
Lille,MÉLENCHON,29.92,1.0,19.78,18424.0,71.93,132.99,232440.0,36.61,0.0,0
Limont-Fontaine,FILLON,26.04,0.0,13.26,19502.0,48.68,0.0,561.0,0.0,0.0,0
Limont-Fontaine,LE PEN,36.57,1.0,13.26,19502.0,48.68,0.0,561.0,40.4,1.0,1
Limont-Fontaine,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0
Linselles,FILLON,27.24,1.0,10.3,22802.0,60.52,25.97,8356.0,0.0,0.0,0
Linselles,LE PEN,24.67,0.0,10.3,22802.0,60.52,25.97,8356.0,25.36,0.0,0
Linselles,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.92,1.0,1
Locquignol,FILLON,16.44,0.0,17.07,20665.0,47.81,0.0,370.0,0.0,0.0,0
Locquignol,LE PEN,36.99,1.0,17.07,20665.0,47.81,0.0,370.0,38.3,1.0,1
Locquignol,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.68,0.0,0
Loffre,LE PEN,28.48,1.0,11.55,25217.0,53.37,0.0,737.0,30.99,1.0,1
Loffre,MACRON,24.85,0.0,11.55,25217.0,53.37,0.0,737.0,29.96,0.0,0
Lompret,FILLON,39.9,1.0,7.47,31042.0,70.34,17.82,2301.0,0.0,0.0,0
Lompret,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.59,0.0,0
Lompret,MACRON,27.45,0.0,7.47,31042.0,70.34,17.82,2301.0,45.05,1.0,1
Looberghe,LE PEN,36.1,1.0,8.82,20366.0,50.23,0.0,1183.0,39.44,1.0,1
Looberghe,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.66,0.0,0
Looberghe,MÉLENCHON,16.75,0.0,8.82,20366.0,50.23,0.0,1183.0,0.0,0.0,0
Loon-Plage,LE PEN,42.5,1.0,14.61,19096.0,52.96,34.31,6209.0,44.23,1.0,1
Loon-Plage,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0
Loon-Plage,MÉLENCHON,18.0,0.0,14.61,19096.0,52.96,34.31,6209.0,0.0,0.0,0
Loos,LE PEN,26.92,1.0,18.45,17863.0,59.13,50.46,22076.0,24.12,0.0,0
Loos,MÉLENCHON,26.9,0.0,18.45,17863.0,59.13,50.46,22076.0,32.0,1.0,1
Lourches,LE PEN,42.7,1.0,39.29,13708.0,53.46,58.09,3942.0,44.21,1.0,1
Lourches,MÉLENCHON,27.28,0.0,39.29,13708.0,53.46,58.09,3942.0,28.94,0.0,0
Louvignies-Quesnoy,LE PEN,26.36,1.0,12.99,21205.0,56.65,0.0,936.0,33.83,1.0,1
Louvignies-Quesnoy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,0.0,0
Louvignies-Quesnoy,MÉLENCHON,22.96,0.0,12.99,21205.0,56.65,0.0,936.0,0.0,0.0,0
Louvil,FILLON,28.32,0.0,5.46,29563.0,68.4,0.0,828.0,0.0,0.0,0
Louvil,MACRON,35.23,1.0,5.46,29563.0,68.4,0.0,828.0,47.61,1.0,1
Louvil,MÉLENCHON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.74,0.0,0
Louvroil,LE PEN,34.45,0.0,37.08,13650.0,52.7,55.81,6558.0,32.65,0.0,0
Louvroil,MÉLENCHON,34.77,1.0,37.08,13650.0,52.7,55.81,6558.0,40.75,1.0,1
Lynde,LE PEN,29.9,1.0,1.27,22205.0,53.02,0.0,750.0,33.07,1.0,1
Lynde,MACRON,23.17,0.0,1.27,22205.0,53.02,0.0,750.0,25.9,0.0,0
Lys-lez-Lannoy,LE PEN,26.07,1.0,14.3,20048.0,56.39,46.33,13340.0,27.39,0.0,0
Lys-lez-Lannoy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.07,1.0,1
Lys-lez-Lannoy,MÉLENCHON,20.93,0.0,14.3,20048.0,56.39,46.33,13340.0,0.0,0.0,0
Lécluse,LE PEN,44.49,1.0,19.33,18526.0,49.81,19.72,1369.0,45.53,1.0,1
Lécluse,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.82,0.0,0
Lécluse,MÉLENCHON,20.3,0.0,19.33,18526.0,49.81,19.72,1369.0,0.0,0.0,0
Maing,LE PEN,29.62,1.0,15.34,20629.0,56.5,16.94,4074.0,31.9,1.0,1
Maing,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83,0.0,0
Maing,MÉLENCHON,20.82,0.0,15.34,20629.0,56.5,16.94,4074.0,0.0,0.0,0
Mairieux,FILLON,27.46,0.0,17.2,23563.0,56.96,0.0,740.0,0.0,0.0,0
Mairieux,LE PEN,31.03,1.0,17.2,23563.0,56.96,0.0,740.0,36.1,1.0,1
Mairieux,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.48,0.0,0
Malincourt,FILLON,28.13,0.0,15.38,19590.0,51.19,0.0,512.0,0.0,0.0,0
Malincourt,LE PEN,34.38,1.0,15.38,19590.0,51.19,0.0,512.0,39.78,1.0,1
Malincourt,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.45,0.0,0
Marbaix,FILLON,18.21,0.0,15.2,20549.0,56.38,0.0,487.0,0.0,0.0,0
Marbaix,LE PEN,37.38,1.0,15.2,20549.0,56.38,0.0,487.0,36.13,1.0,1
Marbaix,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.36,0.0,0
Marchiennes,LE PEN,31.91,1.0,12.38,21159.0,57.96,32.44,4593.0,33.71,1.0,1
Marchiennes,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.88,0.0,0
Marchiennes,MÉLENCHON,20.52,0.0,12.38,21159.0,57.96,32.44,4593.0,0.0,0.0,0
Marcoing,LE PEN,34.45,1.0,14.37,20194.0,49.33,6.91,1881.0,42.43,1.0,1
Marcoing,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.48,0.0,0
Marcoing,MÉLENCHON,19.58,0.0,14.37,20194.0,49.33,6.91,1881.0,0.0,0.0,0
Marcq-en-Baroeul,FILLON,36.78,1.0,12.1,26110.0,72.16,57.03,38805.0,0.0,0.0,0
Marcq-en-Baroeul,MACRON,27.02,0.0,12.1,26110.0,72.16,57.03,38805.0,42.07,1.0,1
Marcq-en-Baroeul,MÉLENCHON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15,0.0,0
Marcq-en-Ostrevent,LE PEN,44.84,1.0,10.14,20737.0,51.63,0.0,727.0,48.51,1.0,1
Marcq-en-Ostrevent,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0
Marcq-en-Ostrevent,MÉLENCHON,19.18,0.0,10.14,20737.0,51.63,0.0,727.0,0.0,0.0,0
Maresches,FILLON,21.4,0.0,10.68,22237.0,56.7,7.25,828.0,0.0,0.0,0
Maresches,LE PEN,31.18,1.0,10.68,22237.0,56.7,7.25,828.0,26.76,0.0,0
Maresches,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.66,1.0,1
Maretz,LE PEN,45.38,1.0,25.19,16359.0,54.46,4.79,1462.0,50.66,1.0,1
Maretz,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85,0.0,0
Maretz,MÉLENCHON,16.91,0.0,25.19,16359.0,54.46,4.79,1462.0,0.0,0.0,0
Marly,LE PEN,29.45,1.0,21.13,17851.0,56.02,46.8,11495.0,29.33,1.0,1
Marly,MÉLENCHON,25.15,0.0,21.13,17851.0,56.02,46.8,11495.0,23.42,0.0,0
Maroilles,FILLON,19.31,0.0,15.37,18735.0,56.71,5.03,1391.0,0.0,0.0,0
Maroilles,LE PEN,36.85,1.0,15.37,18735.0,56.71,5.03,1391.0,40.07,1.0,1
Maroilles,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.21,0.0,0
Marpent,LE PEN,42.05,1.0,24.31,17457.0,49.88,22.12,2758.0,45.62,1.0,1
Marpent,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,0.0,0
Marpent,MÉLENCHON,20.49,0.0,24.31,17457.0,49.88,22.12,2758.0,0.0,0.0,0
Marquette-en-Ostrevant,LE PEN,41.61,1.0,12.05,18757.0,54.08,6.45,1861.0,48.77,1.0,1
Marquette-en-Ostrevant,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.89,0.0,0
Marquette-en-Ostrevant,MÉLENCHON,21.22,0.0,12.05,18757.0,54.08,6.45,1861.0,0.0,0.0,0
Marquette-lez-Lille,LE PEN,24.38,0.0,13.87,22099.0,62.26,42.5,10424.0,24.28,0.0,0
Marquette-lez-Lille,MACRON,25.76,1.0,13.87,22099.0,62.26,42.5,10424.0,34.17,1.0,1
Marquillies,FILLON,22.36,0.0,9.95,23975.0,61.34,5.54,1986.0,0.0,0.0,0
Marquillies,LE PEN,24.47,1.0,9.95,23975.0,61.34,5.54,1986.0,26.49,0.0,0
Marquillies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.72,1.0,1
Masnières,LE PEN,36.77,1.0,16.74,18409.0,50.7,12.2,2704.0,39.05,1.0,1
Masnières,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.89,0.0,0
Masnières,MÉLENCHON,24.92,0.0,16.74,18409.0,50.7,12.2,2704.0,0.0,0.0,0
Masny,LE PEN,36.33,1.0,29.07,16362.0,52.34,23.23,4132.0,41.25,1.0,1
Masny,MÉLENCHON,29.24,0.0,29.07,16362.0,52.34,23.23,4132.0,22.57,0.0,0
Mastaing,LE PEN,38.99,1.0,13.92,21217.0,49.93,0.0,853.0,44.14,1.0,1
Mastaing,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.24,0.0,0
Mastaing,MÉLENCHON,17.48,0.0,13.92,21217.0,49.93,0.0,853.0,0.0,0.0,0
Maubeuge,LE PEN,31.17,1.0,34.22,14920.0,57.84,64.32,29679.0,31.26,0.0,0
Maubeuge,MÉLENCHON,26.8,0.0,34.22,14920.0,57.84,64.32,29679.0,34.77,1.0,1
Maulde,FILLON,20.74,0.0,15.31,21069.0,56.91,0.0,1016.0,0.0,0.0,0
Maulde,LE PEN,34.89,1.0,15.31,21069.0,56.91,0.0,1016.0,31.55,1.0,1
Maulde,ROUSSEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.28,0.0,0
Maurois,LE PEN,55.49,1.0,23.03,17707.0,53.62,0.0,391.0,54.11,1.0,1
Maurois,MACRON,13.74,0.0,23.03,17707.0,53.62,0.0,391.0,23.19,0.0,0
Mazinghien,FILLON,17.3,0.0,14.29,19410.0,58.59,0.0,306.0,0.0,0.0,0
Mazinghien,LE PEN,42.7,1.0,14.29,19410.0,58.59,0.0,306.0,42.95,1.0,1
Mazinghien,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95,0.0,0
Mecquignies,LE PEN,38.62,1.0,10.17,21739.0,55.24,0.0,692.0,41.13,1.0,1
Mecquignies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.37,0.0,0
Mecquignies,MÉLENCHON,16.4,0.0,10.17,21739.0,55.24,0.0,692.0,0.0,0.0,0
Merckeghem,FILLON,20.84,0.0,6.9,22474.0,48.39,0.0,586.0,0.0,0.0,0
Merckeghem,LE PEN,33.75,1.0,6.9,22474.0,48.39,0.0,586.0,39.14,1.0,1
Merckeghem,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.81,0.0,0
Merris,FILLON,25.81,0.0,4.3,23385.0,57.7,0.0,1025.0,0.0,0.0,0
Merris,LE PEN,28.17,1.0,4.3,23385.0,57.7,0.0,1025.0,27.82,0.0,0
Merris,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.68,1.0,1
Merville,LE PEN,37.76,1.0,14.22,18437.0,52.54,37.7,9842.0,42.57,1.0,1
Merville,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,0
Merville,MÉLENCHON,20.67,0.0,14.22,18437.0,52.54,37.7,9842.0,0.0,0.0,0
Millam,FILLON,19.22,0.0,10.0,20911.0,53.09,0.0,809.0,0.0,0.0,0
Millam,LE PEN,34.12,1.0,10.0,20911.0,53.09,0.0,809.0,38.65,1.0,1
Millam,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0
Millonfosse,LE PEN,33.69,1.0,7.14,22864.0,51.34,0.0,708.0,28.15,0.0,0
Millonfosse,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.38,1.0,1
Millonfosse,MÉLENCHON,19.31,0.0,7.14,22864.0,51.34,0.0,708.0,0.0,0.0,0
Moeuvres,LE PEN,53.1,1.0,14.29,19322.0,53.7,0.0,459.0,52.87,1.0,1
Moeuvres,MACRON,15.86,0.0,14.29,19322.0,53.7,0.0,459.0,17.62,0.0,0
Monceau-Saint-Waast,FILLON,22.73,0.0,11.73,21159.0,52.66,0.0,495.0,0.0,0.0,0
Monceau-Saint-Waast,LE PEN,35.61,1.0,11.73,21159.0,52.66,0.0,495.0,37.1,1.0,1
Monceau-Saint-Waast,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.32,0.0,0
Monchaux-sur-Ecaillon,FILLON,22.94,0.0,1.69,24192.0,58.72,0.0,542.0,0.0,0.0,0
Monchaux-sur-Ecaillon,LE PEN,31.42,1.0,1.69,24192.0,58.72,0.0,542.0,34.85,1.0,1
Monchaux-sur-Ecaillon,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.06,0.0,0
Moncheaux,LE PEN,25.32,0.0,7.09,24740.0,58.56,17.21,1511.0,25.1,0.0,0
Moncheaux,MACRON,26.52,1.0,7.09,24740.0,58.56,17.21,1511.0,34.66,1.0,1
