commune,candidat,pct_2017,target_2017,taux_chomage,revenu_median,taux_faible_diplome,taux_delinquance,population_municipale,pct_2022,target_2022,Tg
Escaudoeuvres,LE PEN,34.67,1.0,20.61,18489.0,55.05,32.04,3277.0,37.26,1.0,1
Escaudoeuvres,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.64,0.0,0
Escaudoeuvres,MÉLENCHON,19.44,0.0,20.61,18489.0,55.05,32.04,3277.0,0.0,0.0,0
Escautpont,LE PEN,44.91,1.0,27.01,14909.0,51.73,54.86,4211.0,45.91,1.0,1
Escautpont,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.08,0.0,0
Escautpont,MÉLENCHON,23.15,0.0,27.01,14909.0,51.73,54.86,4211.0,0.0,0.0,0
Escobecques,FILLON,50.67,1.0,4.0,34671.0,76.58,0.0,299.0,0.0,0.0,0
Escobecques,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83,0.0,0
Escobecques,MACRON,22.67,0.0,4.0,34671.0,76.58,0.0,299.0,44.35,1.0,1
Esnes,LE PEN,39.4,1.0,13.81,19987.0,50.09,0.0,681.0,43.4,1.0,1
Esnes,MACRON,18.95,0.0,13.81,19987.0,50.09,0.0,681.0,21.56,0.0,0
Esquelbecq,FILLON,21.77,0.0,15.46,21184.0,53.95,7.06,2124.0,0.0,0.0,0
Esquelbecq,LE PEN,24.76,1.0,15.46,21184.0,53.95,7.06,2124.0,26.89,0.0,0
Esquelbecq,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,1.0,1
Esquerchin,FILLON,22.47,0.0,8.8,22593.0,53.62,0.0,897.0,0.0,0.0,0
Esquerchin,LE PEN,33.4,1.0,8.8,22593.0,53.62,0.0,897.0,36.49,1.0,1
Esquerchin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0
Estaires,LE PEN,35.39,1.0,15.98,19663.0,56.03,33.72,6406.0,39.72,1.0,1
Estaires,MACRON,18.36,0.0,15.98,19663.0,56.03,33.72,6406.0,25.8,0.0,0
Estourmel,LE PEN,27.85,1.0,7.54,23389.0,56.1,0.0,460.0,30.41,1.0,1
Estourmel,MACRON,25.63,0.0,7.54,23389.0,56.1,0.0,460.0,29.05,0.0,0
Estreux,FILLON,26.3,1.0,6.55,24644.0,61.14,9.5,947.0,0.0,0.0,0
Estreux,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.83,0.0,0
Estreux,MACRON,23.92,0.0,6.55,24644.0,61.14,9.5,947.0,33.66,1.0,1
Estrun,LE PEN,42.29,1.0,4.08,23087.0,59.93,0.0,711.0,42.4,1.0,1
Estrun,MACRON,16.12,0.0,4.08,23087.0,59.93,0.0,711.0,20.05,0.0,0
Estrées,LE PEN,30.12,1.0,8.15,23248.0,58.46,0.0,1119.0,40.17,1.0,1
Estrées,MACRON,22.26,0.0,8.15,23248.0,58.46,0.0,1119.0,23.14,0.0,0
Eswars,LE PEN,36.89,1.0,5.56,23662.0,55.02,0.0,350.0,36.96,1.0,1
Eswars,MACRON,18.85,0.0,5.56,23662.0,55.02,0.0,350.0,24.35,0.0,0
Eth,FILLON,28.95,0.0,5.41,29755.0,60.24,0.0,335.0,0.0,0.0,0
Eth,LE PEN,28.95,1.0,5.41,29755.0,60.24,0.0,335.0,32.39,1.0,1
Eth,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.05,0.0,0
Etroeungt,FILLON,22.74,0.0,12.07,17586.0,53.9,6.81,1321.0,0.0,0.0,0
Etroeungt,LE PEN,40.96,1.0,12.07,17586.0,53.9,6.81,1321.0,36.23,1.0,1
Etroeungt,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.44,0.0,0
Faches-Thumesnil,MACRON,24.17,0.0,15.37,20461.0,63.23,58.67,17591.0,27.46,0.0,0
Faches-Thumesnil,MÉLENCHON,24.54,1.0,15.37,20461.0,63.23,58.67,17591.0,33.89,1.0,1
Famars,FILLON,24.39,0.0,19.33,22052.0,58.9,22.36,2505.0,0.0,0.0,0
Famars,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83,0.0,0
Famars,MACRON,25.83,1.0,19.33,22052.0,58.9,22.36,2505.0,33.92,1.0,1
Faumont,LE PEN,27.07,1.0,9.12,24774.0,58.25,10.71,2148.0,31.03,0.0,0
Faumont,MACRON,22.35,0.0,9.12,24774.0,58.25,10.71,2148.0,33.59,1.0,1
Feignies,LE PEN,39.77,1.0,19.23,17430.0,51.73,30.53,6943.0,40.71,1.0,1
Feignies,MÉLENCHON,21.23,0.0,19.23,17430.0,51.73,30.53,6943.0,22.48,0.0,0
Felleries,LE PEN,33.87,1.0,6.03,19302.0,59.56,8.55,1403.0,37.95,1.0,1
Felleries,MACRON,18.61,0.0,6.03,19302.0,59.56,8.55,1403.0,24.1,0.0,0
Fenain,LE PEN,41.17,1.0,20.2,17683.0,51.07,24.61,5323.0,45.7,1.0,1
Fenain,MÉLENCHON,26.68,0.0,20.2,17683.0,51.07,24.61,5323.0,18.87,0.0,0
Ferrière-la-Grande,LE PEN,42.49,1.0,23.74,17393.0,51.07,30.13,5311.0,46.57,1.0,1
Ferrière-la-Grande,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.74,0.0,0
Ferrière-la-Grande,MÉLENCHON,17.33,0.0,23.74,17393.0,51.07,30.13,5311.0,0.0,0.0,0
Ferrière-la-Petite,LE PEN,42.19,1.0,15.84,18263.0,49.68,0.0,1069.0,40.82,1.0,1
Ferrière-la-Petite,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.11,0.0,0
Ferrière-la-Petite,MÉLENCHON,16.91,0.0,15.84,18263.0,49.68,0.0,1069.0,0.0,0.0,0
Flaumont-Waudrechies,LE PEN,37.82,1.0,8.72,19573.0,51.67,0.0,382.0,43.08,1.0,1
Flaumont-Waudrechies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54,0.0,0
Flaumont-Waudrechies,MÉLENCHON,17.1,0.0,8.72,19573.0,51.67,0.0,382.0,0.0,0.0,0
Flers-en-Escrebieux,LE PEN,39.17,1.0,20.74,17446.0,51.7,60.42,5876.0,41.38,1.0,1
Flers-en-Escrebieux,MÉLENCHON,24.68,0.0,20.74,17446.0,51.7,60.42,5876.0,25.15,0.0,0
Flesquières,LE PEN,38.75,1.0,13.64,20094.0,59.69,0.0,262.0,35.95,1.0,1
Flesquières,MACRON,19.38,0.0,13.64,20094.0,59.69,0.0,262.0,24.18,0.0,0
Flines-lez-Raches,LE PEN,31.99,1.0,9.31,22098.0,53.87,19.84,5544.0,33.26,1.0,1
Flines-lez-Raches,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.05,0.0,0
Flines-lez-Raches,MÉLENCHON,19.4,0.0,9.31,22098.0,53.87,19.84,5544.0,0.0,0.0,0
Flines-lès-Mortagne,LE PEN,33.18,1.0,14.56,22749.0,51.43,3.02,1655.0,32.09,1.0,1
Flines-lès-Mortagne,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.88,0.0,0
Flines-lès-Mortagne,MÉLENCHON,21.12,0.0,14.56,22749.0,51.43,3.02,1655.0,0.0,0.0,0
Floursies,LE PEN,32.26,1.0,10.0,23435.0,59.38,0.0,128.0,36.67,1.0,1
Floursies,MACRON,22.58,0.0,10.0,23435.0,59.38,0.0,128.0,23.33,0.0,0
Floyon,FILLON,21.96,0.0,16.99,18618.0,49.25,0.0,526.0,0.0,0.0,0
Floyon,LE PEN,43.58,1.0,16.99,18618.0,49.25,0.0,526.0,43.72,1.0,1
Floyon,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29,0.0,0
Flêtre,LE PEN,30.49,1.0,7.61,22394.0,55.03,0.0,974.0,32.68,1.0,1
Flêtre,MACRON,20.82,0.0,7.61,22394.0,55.03,0.0,974.0,26.64,0.0,0
Fontaine-Notre-Dame,LE PEN,34.58,1.0,14.86,21193.0,54.36,11.78,1782.0,39.41,1.0,1
Fontaine-Notre-Dame,MACRON,19.4,0.0,14.86,21193.0,54.36,11.78,1782.0,25.15,0.0,0
Fontaine-au-Bois,FILLON,20.04,0.0,8.33,20773.0,48.02,0.0,691.0,0.0,0.0,0
Fontaine-au-Bois,LE PEN,40.98,1.0,8.33,20773.0,48.02,0.0,691.0,42.73,1.0,1
Fontaine-au-Bois,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79,0.0,0
Fontaine-au-Pire,LE PEN,41.05,1.0,21.74,19391.0,55.13,5.77,1213.0,47.93,1.0,1
Fontaine-au-Pire,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0,0
Fontaine-au-Pire,MÉLENCHON,19.6,0.0,21.74,19391.0,55.13,5.77,1213.0,0.0,0.0,0
Forest-en-Cambrésis,FILLON,22.96,0.0,13.46,18901.0,50.75,0.0,555.0,0.0,0.0,0
Forest-en-Cambrésis,LE PEN,35.53,1.0,13.46,18901.0,50.75,0.0,555.0,43.23,1.0,1
Forest-en-Cambrésis,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16,0.0,0
Forest-sur-Marque,FILLON,23.52,0.0,11.94,25273.0,67.91,38.7,1447.0,0.0,0.0,0
Forest-sur-Marque,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.55,0.0,0
Forest-sur-Marque,MACRON,30.55,1.0,11.94,25273.0,67.91,38.7,1447.0,41.94,1.0,1
Fourmies,LE PEN,37.28,1.0,31.23,15096.0,56.04,56.85,12119.0,45.21,1.0,1
Fourmies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.76,0.0,0
Fourmies,MÉLENCHON,20.49,0.0,31.23,15096.0,56.04,56.85,12119.0,0.0,0.0,0
Fournes-en-Weppes,FILLON,32.11,1.0,11.6,27005.0,65.2,13.09,2216.0,0.0,0.0,0
Fournes-en-Weppes,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.02,0.0,0
Fournes-en-Weppes,MACRON,23.41,0.0,11.6,27005.0,65.2,13.09,2216.0,43.49,1.0,1
Frasnoy,FILLON,22.52,0.0,12.82,23435.0,63.22,0.0,379.0,0.0,0.0,0
Frasnoy,LE PEN,30.18,1.0,12.82,23435.0,63.22,0.0,379.0,36.74,1.0,1
Frasnoy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0
Frelinghien,FILLON,28.03,1.0,9.57,23025.0,59.84,25.4,2402.0,0.0,0.0,0
Frelinghien,LE PEN,23.17,0.0,9.57,23025.0,59.84,25.4,2402.0,26.39,0.0,0
Frelinghien,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,1
Fresnes-sur-Escaut,LE PEN,46.61,1.0,24.73,15753.0,56.15,38.02,7601.0,44.6,1.0,1
Fresnes-sur-Escaut,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.26,0.0,0
Fresnes-sur-Escaut,MÉLENCHON,21.99,0.0,24.73,15753.0,56.15,38.02,7601.0,0.0,0.0,0
Fressain,LE PEN,38.18,1.0,7.95,22736.0,52.75,0.0,884.0,41.44,1.0,1
Fressain,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.49,0.0,0
Fressain,MÉLENCHON,18.91,0.0,7.95,22736.0,52.75,0.0,884.0,0.0,0.0,0
Fressies,LE PEN,47.48,1.0,12.82,19697.0,48.98,0.0,566.0,51.43,1.0,1
Fressies,MACRON,17.21,0.0,12.82,19697.0,48.98,0.0,566.0,18.29,0.0,0
Fretin,LE PEN,21.94,0.0,9.86,23514.0,61.98,41.14,3379.0,22.15,0.0,0
Fretin,MACRON,23.64,1.0,9.86,23514.0,61.98,41.14,3379.0,32.2,1.0,1
Fromelles,FILLON,28.47,1.0,14.78,25086.0,58.76,0.0,917.0,0.0,0.0,0
Fromelles,LE PEN,27.46,0.0,14.78,25086.0,58.76,0.0,917.0,23.31,0.0,0
Fromelles,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.83,1.0,1
Féchain,LE PEN,39.18,1.0,10.62,20397.0,58.68,8.59,1746.0,44.93,1.0,1
Féchain,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0
Féchain,MÉLENCHON,17.65,0.0,10.62,20397.0,58.68,8.59,1746.0,0.0,0.0,0
Férin,LE PEN,32.65,1.0,13.91,22746.0,53.36,6.11,1472.0,35.29,1.0,1
Férin,MACRON,20.52,0.0,13.91,22746.0,53.36,6.11,1472.0,25.41,0.0,0
Féron,FILLON,21.05,0.0,13.21,19129.0,58.29,0.0,568.0,0.0,0.0,0
Féron,LE PEN,24.93,1.0,13.21,19129.0,58.29,0.0,568.0,30.51,0.0,0
Féron,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.12,1.0,1
Genech,FILLON,24.4,0.0,6.67,25556.0,63.6,18.25,2685.0,0.0,0.0,0
Genech,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.37,0.0,0
Genech,MACRON,29.13,1.0,6.67,25556.0,63.6,18.25,2685.0,40.91,1.0,1
Ghissignies,LE PEN,24.29,0.0,12.0,24352.0,59.28,0.0,525.0,26.81,0.0,0
Ghissignies,MACRON,29.71,1.0,12.0,24352.0,59.28,0.0,525.0,33.13,1.0,1
Ghyvelde,LE PEN,35.59,1.0,11.34,21847.0,53.14,24.81,4192.0,35.33,1.0,1
Ghyvelde,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,0.0,0
Ghyvelde,MÉLENCHON,18.48,0.0,11.34,21847.0,53.14,24.81,4192.0,0.0,0.0,0
Glageon,LE PEN,42.82,1.0,23.33,16606.0,55.67,8.74,1831.0,45.74,1.0,1
Glageon,MACRON,16.65,0.0,23.33,16606.0,55.67,8.74,1831.0,22.74,0.0,0
Godewaersvelde,FILLON,19.61,0.0,9.18,20963.0,59.28,4.87,2055.0,0.0,0.0,0
Godewaersvelde,LE PEN,28.87,1.0,9.18,20963.0,59.28,4.87,2055.0,29.29,1.0,1
Godewaersvelde,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.95,0.0,0
Goeulzin,FILLON,25.21,0.0,4.56,23819.0,58.9,0.0,1018.0,0.0,0.0,0
Goeulzin,LE PEN,27.26,1.0,4.56,23819.0,58.9,0.0,1018.0,37.8,1.0,1
Goeulzin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,0.0,0
Gognies-Chaussée,FILLON,21.2,0.0,16.18,21740.0,48.18,6.54,765.0,0.0,0.0,0
Gognies-Chaussée,LE PEN,37.35,1.0,16.18,21740.0,48.18,6.54,765.0,35.98,1.0,1
Gognies-Chaussée,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.91,0.0,0
Gommegnies,LE PEN,31.43,1.0,9.75,22256.0,57.84,7.43,2289.0,32.07,1.0,1
Gommegnies,MACRON,20.17,0.0,9.75,22256.0,57.84,7.43,2289.0,26.26,0.0,0
Gondecourt,LE PEN,23.21,0.0,7.04,23886.0,61.12,26.47,4004.0,25.38,0.0,0
Gondecourt,MACRON,24.72,1.0,7.04,23886.0,61.12,26.47,4004.0,33.79,1.0,1
Gonnelieu,LE PEN,44.83,1.0,23.08,19435.0,47.79,0.0,313.0,47.16,1.0,1
Gonnelieu,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0
Gonnelieu,MÉLENCHON,14.94,0.0,23.08,19435.0,47.79,0.0,313.0,0.0,0.0,0
Gouzeaucourt,LE PEN,40.12,1.0,17.83,17810.0,51.55,14.25,1544.0,37.36,1.0,1
Gouzeaucourt,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0
Gouzeaucourt,MÉLENCHON,16.94,0.0,17.83,17810.0,51.55,14.25,1544.0,0.0,0.0,0
Grand-Fayt,LE PEN,39.4,1.0,10.69,18953.0,55.33,0.0,508.0,39.86,1.0,1
Grand-Fayt,MÉLENCHON,15.56,0.0,10.69,18953.0,55.33,0.0,508.0,20.28,0.0,0
Grand-Fort-Philippe,LE PEN,44.23,1.0,21.27,18291.0,50.99,15.15,5081.0,47.21,1.0,1
Grand-Fort-Philippe,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.06,0.0,0
Grand-Fort-Philippe,MÉLENCHON,16.67,0.0,21.27,18291.0,50.99,15.15,5081.0,0.0,0.0,0
Grande-Synthe,LE PEN,30.96,0.0,28.54,15109.0,59.93,57.4,23294.0,28.67,0.0,0
Grande-Synthe,MÉLENCHON,33.8,1.0,28.54,15109.0,59.93,57.4,23294.0,42.48,1.0,1
Gravelines,LE PEN,36.97,1.0,15.76,19734.0,56.63,34.38,11461.0,40.33,1.0,1
Gravelines,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.41,0.0,0
Gravelines,MÉLENCHON,19.47,0.0,15.76,19734.0,56.63,34.38,11461.0,0.0,0.0,0
Gruson,FILLON,46.01,1.0,9.7,34251.0,70.36,5.81,1204.0,0.0,0.0,0
Gruson,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.46,0.0,0
Gruson,MACRON,27.33,0.0,9.7,34251.0,70.36,5.81,1204.0,49.6,1.0,1
Guesnain,LE PEN,36.66,1.0,25.17,17233.0,51.1,32.68,4651.0,40.36,1.0,1
Guesnain,MÉLENCHON,31.98,0.0,25.17,17233.0,51.1,32.68,4651.0,22.2,0.0,0
Gussignies,LE PEN,31.08,1.0,12.5,21488.0,51.63,0.0,337.0,25.2,0.0,0
Gussignies,MACRON,20.95,0.0,12.5,21488.0,51.63,0.0,337.0,37.01,1.0,1
Hallennes-lez-Haubourdin,LE PEN,27.2,1.0,14.02,22283.0,57.94,25.89,4249.0,28.92,1.0,1
Hallennes-lez-Haubourdin,MACRON,22.69,0.0,14.02,22283.0,57.94,25.89,4249.0,28.57,0.0,0
Halluin,LE PEN,30.1,1.0,14.84,19599.0,57.0,52.15,20708.0,30.19,1.0,1
Halluin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.08,0.0,0
Halluin,MÉLENCHON,20.35,0.0,14.84,19599.0,57.0,52.15,20708.0,0.0,0.0,0
Hamel,LE PEN,39.54,1.0,15.94,21865.0,49.21,9.0,778.0,44.69,1.0,1
Hamel,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.78,0.0,0
Hamel,MÉLENCHON,17.66,0.0,15.94,21865.0,49.21,9.0,778.0,0.0,0.0,0
Hantay,LE PEN,25.14,1.0,16.67,21489.0,58.2,6.91,1303.0,27.23,0.0,0
Hantay,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.24,1.0,1
Hantay,MÉLENCHON,23.76,0.0,16.67,21489.0,58.2,6.91,1303.0,0.0,0.0,0
Hardifort,LE PEN,23.08,1.0,13.16,21518.0,54.55,0.0,383.0,33.84,1.0,1
Hardifort,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57,0.0,0
Hardifort,MÉLENCHON,21.92,0.0,13.16,21518.0,54.55,0.0,383.0,0.0,0.0,0
Hargnies,LE PEN,42.82,1.0,3.57,23036.0,54.69,0.0,606.0,42.54,1.0,1
Hargnies,MACRON,15.93,0.0,3.57,23036.0,54.69,0.0,606.0,27.61,0.0,0
Hasnon,LE PEN,33.04,1.0,12.44,21186.0,58.01,17.05,3870.0,31.21,1.0,1
Hasnon,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0
Hasnon,MÉLENCHON,22.16,0.0,12.44,21186.0,58.01,17.05,3870.0,0.0,0.0,0
Haspres,LE PEN,41.36,1.0,15.07,19099.0,53.13,9.79,2757.0,43.03,1.0,1
Haspres,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.26,0.0,0
Haspres,MÉLENCHON,20.65,0.0,15.07,19099.0,53.13,9.79,2757.0,0.0,0.0,0
Haubourdin,LE PEN,32.95,1.0,14.9,19127.0,57.67,47.81,14934.0,31.4,1.0,1
Haubourdin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,0.0,0
Haubourdin,MÉLENCHON,22.38,0.0,14.9,19127.0,57.67,47.81,14934.0,0.0,0.0,0
Haucourt-en-Cambrésis,FILLON,16.18,0.0,5.88,20168.0,56.69,0.0,202.0,0.0,0.0,0
Haucourt-en-Cambrésis,LE PEN,43.38,1.0,5.88,20168.0,56.69,0.0,202.0,52.8,1.0,1
Haucourt-en-Cambrésis,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0
Haulchin,LE PEN,39.78,1.0,16.95,18330.0,54.24,29.1,2268.0,44.65,1.0,1
Haulchin,MÉLENCHON,22.07,0.0,16.95,18330.0,54.24,29.1,2268.0,18.12,0.0,0
Haussy,LE PEN,36.57,1.0,15.66,19108.0,54.38,0.0,1538.0,41.47,1.0,1
Haussy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.38,0.0,0
Haussy,MÉLENCHON,20.77,0.0,15.66,19108.0,54.38,0.0,1538.0,0.0,0.0,0
Haut-Lieu,LE PEN,36.99,1.0,10.0,20296.0,50.52,0.0,394.0,37.23,1.0,1
Haut-Lieu,MACRON,21.14,0.0,10.0,20296.0,50.52,0.0,394.0,24.24,0.0,0
Hautmont,LE PEN,39.52,1.0,33.11,14900.0,52.73,37.94,14548.0,43.11,1.0,1
Hautmont,MÉLENCHON,22.44,0.0,33.11,14900.0,52.73,37.94,14548.0,24.12,0.0,0
Haveluy,LE PEN,41.32,1.0,24.71,15561.0,50.76,22.05,3129.0,44.82,1.0,1
Haveluy,MÉLENCHON,26.6,0.0,24.71,15561.0,50.76,22.05,3129.0,25.65,0.0,0
Haverskerque,LE PEN,32.64,1.0,8.16,21221.0,51.95,0.0,1441.0,37.42,1.0,1
Haverskerque,MACRON,20.07,0.0,8.16,21221.0,51.95,0.0,1441.0,28.22,0.0,0
Haynecourt,FILLON,24.35,0.0,6.47,19964.0,49.74,0.0,325.0,0.0,0.0,0
Haynecourt,LE PEN,31.09,1.0,6.47,19964.0,49.74,0.0,325.0,39.53,1.0,1
Haynecourt,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0
Hazebrouck,LE PEN,28.21,1.0,15.2,19076.0,57.58,40.72,21685.0,32.63,1.0,1
Hazebrouck,MACRON,20.74,0.0,15.2,19076.0,57.58,40.72,21685.0,28.27,0.0,0
Hecq,FILLON,17.23,0.0,5.88,20949.0,59.51,0.0,357.0,0.0,0.0,0
Hecq,LE PEN,35.29,1.0,5.88,20949.0,59.51,0.0,357.0,36.41,1.0,1
Hecq,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0
Hem,FILLON,24.45,1.0,17.5,20554.0,64.27,45.26,18914.0,0.0,0.0,0
Hem,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.64,1.0,1
Hem,MÉLENCHON,23.61,0.0,17.5,20554.0,64.27,45.26,18914.0,29.52,0.0,0
Hem-Lenglet,FILLON,13.58,0.0,18.0,19606.0,56.52,0.0,574.0,0.0,0.0,0
Hem-Lenglet,LE PEN,48.55,1.0,18.0,19606.0,56.52,0.0,574.0,47.27,1.0,1
Hem-Lenglet,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.09,0.0,0
Hergnies,LE PEN,36.07,1.0,12.38,20371.0,53.4,12.91,4415.0,38.04,1.0,1
Hergnies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.66,0.0,0
Hergnies,MÉLENCHON,18.82,0.0,12.38,20371.0,53.4,12.91,4415.0,0.0,0.0,0
Herlies,LE PEN,24.23,0.0,7.52,24467.0,58.44,13.29,2408.0,23.44,0.0,0
Herlies,MACRON,25.41,1.0,7.52,24467.0,58.44,13.29,2408.0,35.3,1.0,1
Herrin,FILLON,25.61,0.0,15.0,25046.0,60.84,0.0,423.0,0.0,0.0,0
Herrin,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,0.0,0
Herrin,MACRON,27.37,1.0,15.0,25046.0,60.84,0.0,423.0,39.38,1.0,1
Herzeele,FILLON,23.93,0.0,8.7,21264.0,53.28,27.62,1629.0,0.0,0.0,0
Herzeele,LE PEN,29.49,1.0,8.7,21264.0,53.28,27.62,1629.0,35.14,1.0,1
Herzeele,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.53,0.0,0
Hestrud,FILLON,23.4,0.0,20.07,18411.0,49.72,0.0,295.0,0.0,0.0,0
Hestrud,LE PEN,29.79,1.0,20.07,18411.0,49.72,0.0,295.0,28.23,1.0,1
Hestrud,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42,0.0,0
Holque,LE PEN,43.99,1.0,10.71,18893.0,48.3,0.0,899.0,44.57,1.0,1
Holque,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.48,0.0,0
Holque,MÉLENCHON,17.24,0.0,10.71,18893.0,48.3,0.0,899.0,0.0,0.0,0
Hon-Hergies,FILLON,18.27,0.0,14.35,23763.0,59.12,0.0,853.0,0.0,0.0,0
Hon-Hergies,LE PEN,36.04,1.0,14.35,23763.0,59.12,0.0,853.0,37.18,1.0,1
Hon-Hergies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.51,0.0,0
Hondeghem,FILLON,25.42,1.0,6.32,23162.0,54.14,0.0,970.0,0.0,0.0,0
Hondeghem,LE PEN,21.48,0.0,6.32,23162.0,54.14,0.0,970.0,22.26,0.0,0
Hondeghem,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.45,1.0,1
Hondschoote,LE PEN,35.31,1.0,12.11,19022.0,60.88,17.82,4097.0,38.42,1.0,1
Hondschoote,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.96,0.0,0
Hondschoote,MÉLENCHON,19.1,0.0,12.11,19022.0,60.88,17.82,4097.0,0.0,0.0,0
Honnechy,LE PEN,44.98,1.0,19.57,16590.0,56.28,0.0,545.0,57.14,1.0,1
Honnechy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.28,0.0,0
Honnechy,MÉLENCHON,18.59,0.0,19.57,16590.0,56.28,0.0,545.0,0.0,0.0,0
Honnecourt-sur-Escaut,LE PEN,39.22,1.0,28.01,18854.0,60.36,0.0,790.0,38.03,1.0,1
Honnecourt-sur-Escaut,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.49,0.0,0
Honnecourt-sur-Escaut,MÉLENCHON,18.14,0.0,28.01,18854.0,60.36,0.0,790.0,0.0,0.0,0
Hordain,LE PEN,39.22,1.0,14.73,20089.0,51.1,6.39,1408.0,46.25,1.0,1
Hordain,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,0.0,0
Hordain,MÉLENCHON,23.28,0.0,14.73,20089.0,51.1,6.39,1408.0,0.0,0.0,0
Hornaing,LE PEN,40.17,1.0,16.83,18107.0,52.99,25.33,3553.0,43.34,1.0,1
Hornaing,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36,0.0,0
Hornaing,MÉLENCHON,19.19,0.0,16.83,18107.0,52.99,25.33,3553.0,0.0,0.0,0
Houdain-lez-Bavay,FILLON,18.38,0.0,10.83,20781.0,59.02,0.0,876.0,0.0,0.0,0
Houdain-lez-Bavay,LE PEN,33.46,1.0,10.83,20781.0,59.02,0.0,876.0,36.55,1.0,1
Houdain-lez-Bavay,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.09,0.0,0
