code_commune,libelle_commune,code_region,code_departement,code_arrondissement,code_canton,population_municipale,population_comptee_a_part,population_totale,annee
59318,Houtkerque,32,59,4,41,1005,8,1013,2016
59319,Hoymille,32,59,4,41,3224,206,3430,2016
59320,Illies,32,59,5,2,1546,10,1556,2016
59321,Inchy,32,59,2,10,738,5,743,2016
59322,Iwuy,32,59,2,11,3336,30,3366,2016
59323,Jenlain,32,59,1,5,1134,27,1161,2016
59324,Jeumont,32,59,1,30,10185,128,10313,2016
59325,Jolimetz,32,59,1,7,873,16,889,2016
59326,Killem,32,59,4,41,1084,20,1104,2016
59327,Lallaing,32,59,3,35,6164,38,6202,2016
59328,Lambersart,32,59,5,22,27618,409,28027,2016
59329,Lambres-lez-Douai,32,59,3,15,5152,107,5259,2016
59330,Landas,32,59,3,31,2402,41,2443,2016
59331,Landrecies,32,59,1,7,3491,106,3597,2016
59332,Lannoy,32,59,5,13,1752,7,1759,2016
59333,Larouillies,32,59,1,7,257,9,266,2016
59334,Lauwin-Planque,32,59,3,15,1715,24,1739,2016
59335,Lecelles,32,59,6,34,2791,46,2837,2016
59336,Lécluse,32,59,3,1,1369,16,1385,2016
59337,Lederzeele,32,59,4,41,667,15,682,2016
59338,Ledringhem,32,59,4,41,664,27,691,2016
59339,Leers,32,59,5,33,9546,75,9621,2016
59340,Leffrinckoucke,32,59,4,17,4277,99,4376,2016
59341,Lesdain,32,59,2,10,408,10,418,2016
59343,Lesquin,32,59,5,36,7912,69,7981,2016
59344,Leval,32,59,1,5,2465,12,2477,2016
59345,Lewarde,32,59,3,1,2422,34,2456,2016
59342,Lez-Fontaine,32,59,1,19,232,4,236,2016
59346,Lezennes,32,59,5,26,3143,24,3167,2016
59347,Liessies,32,59,1,19,531,16,547,2016
59348,Lieu-Saint-Amand,32,59,6,14,1325,11,1336,2016
59349,Ligny-en-Cambrésis,32,59,2,10,1899,27,1926,2016
59350,Lille,32,59,5,97,232440,4342,236782,2016
59351,Limont-Fontaine,32,59,1,7,561,6,567,2016
59352,Linselles,32,59,5,22,8356,99,8455,2016
59353,Locquignol,32,59,1,7,370,2,372,2016
59354,Loffre,32,59,3,1,737,21,758,2016
59356,Lompret,32,59,5,22,2301,53,2354,2016
59357,La Longueville,32,59,1,5,2117,32,2149,2016
59358,Looberghe,32,59,4,20,1183,22,1205,2016
59359,Loon-Plage,32,59,4,20,6209,78,6287,2016
59360,Loos,32,59,5,28,22076,363,22439,2016
59361,Lourches,32,59,6,14,3942,25,3967,2016
59363,Louvignies-Quesnoy,32,59,1,7,936,18,954,2016
59364,Louvil,32,59,5,36,828,16,844,2016
59365,Louvroil,32,59,1,30,6558,48,6606,2016
59366,Lynde,32,59,4,21,750,17,767,2016
59367,Lys-lez-Lannoy,32,59,5,13,13340,140,13480,2016
59368,La Madeleine,32,59,5,23,21253,196,21449,2016
59369,Maing,32,59,6,6,4074,39,4113,2016
59370,Mairieux,32,59,1,30,740,15,755,2016
59371,Le Maisnil,32,59,5,2,643,15,658,2016
59372,Malincourt,32,59,2,10,512,6,518,2016
59374,Marbaix,32,59,1,7,487,8,495,2016
59375,Marchiennes,32,59,3,35,4593,71,4664,2016
59377,Marcoing,32,59,2,10,1881,24,1905,2016
59378,Marcq-en-Barœul,32,59,5,24,38805,892,39697,2016
59379,Marcq-en-Ostrevent,32,59,3,1,727,4,731,2016
59381,Maresches,32,59,1,7,828,15,843,2016
59382,Maretz,32,59,2,10,1462,16,1478,2016
59383,Marly,32,59,6,29,11495,96,11591,2016
59384,Maroilles,32,59,1,7,1391,14,1405,2016
59385,Marpent,32,59,1,30,2758,33,2791,2016
59387,Marquette-en-Ostrevant,32,59,6,14,1861,16,1877,2016
59386,Marquette-lez-Lille,32,59,5,23,10424,72,10496,2016
59388,Marquillies,32,59,5,2,1986,25,2011,2016
59389,Masnières,32,59,2,10,2704,28,2732,2016
59390,Masny,32,59,3,1,4132,45,4177,2016
59391,Mastaing,32,59,6,14,853,5,858,2016
59392,Maubeuge,32,59,1,30,29679,316,29995,2016
59393,Maulde,32,59,6,34,1016,12,1028,2016
59394,Maurois,32,59,2,10,391,8,399,2016
59395,Mazinghien,32,59,2,10,306,4,310,2016
59396,Mecquignies,32,59,1,5,692,7,699,2016
59397,Merckeghem,32,59,4,41,586,8,594,2016
59398,Mérignies,32,59,5,36,2998,149,3147,2016
59399,Merris,32,59,4,8,1025,29,1054,2016
59400,Merville,32,59,4,21,9842,92,9934,2016
59401,Méteren,32,59,4,8,2279,36,2315,2016
59402,Millam,32,59,4,41,809,19,828,2016
59403,Millonfosse,32,59,6,34,708,12,720,2016
59406,Monceau-Saint-Waast,32,59,1,5,495,4,499,2016
59407,Monchaux-sur-Écaillon,32,59,6,6,542,7,549,2016
59408,Moncheaux,32,59,5,36,1511,19,1530,2016
59409,Monchecourt,32,59,3,1,2493,35,2528,2016
59410,Mons-en-Barœul,32,59,5,25,20855,191,21046,2016
59411,Mons-en-Pévèle,32,59,5,36,2125,40,2165,2016
59412,Montay,32,59,2,10,306,3,309,2016
59413,Montigny-en-Cambrésis,32,59,2,10,564,10,574,2016
59414,Montigny-en-Ostrevent,32,59,3,1,4786,37,4823,2016
59415,Montrécourt,32,59,2,11,228,1,229,2016
59416,Morbecque,32,59,4,21,2556,44,2600,2016
59418,Mortagne-du-Nord,32,59,6,34,1642,11,1653,2016
59419,Mouchin,32,59,5,36,1397,15,1412,2016
59420,Moustier-en-Fagne,32,59,1,19,61,1,62,2016
59421,Mouvaux,32,59,5,24,13326,200,13526,2016
59405,Mœuvres,32,59,2,9,459,3,462,2016
59422,Naves,32,59,2,11,637,9,646,2016
59423,Neuf-Berquin,32,59,4,21,1219,39,1258,2016
59424,Neuf-Mesnil,32,59,1,5,1337,5,1342,2016
59427,La Neuville,32,59,5,36,654,10,664,2016
59425,Neuville-en-Avesnois,32,59,1,7,305,6,311,2016
59426,Neuville-en-Ferrain,32,59,5,37,10371,68,10439,2016
59428,Neuville-Saint-Rémy,32,59,2,9,3807,54,3861,2016
59429,Neuville-sur-Escaut,32,59,6,14,2701,13,2714,2016
59430,Neuvilly,32,59,2,10,1125,7,1132,2016
59431,Nieppe,32,59,4,8,7449,83,7532,2016
59432,Niergnies,32,59,2,10,510,8,518,2016
59433,Nieurlet,32,59,4,41,951,13,964,2016
59434,Nivelle,32,59,6,34,1301,31,1332,2016
59435,Nomain,32,59,3,31,2497,34,2531,2016
59436,Noordpeene,32,59,4,41,789,11,800,2016
59437,Noyelles-lès-Seclin,32,59,5,18,879,13,892,2016
59438,Noyelles-sur-Escaut,32,59,2,10,784,12,796,2016
59439,Noyelles-sur-Sambre,32,59,1,5,288,5,293,2016
59440,Noyelles-sur-Selle,32,59,6,14,711,4,715,2016
59441,Obies,32,59,1,5,710,6,716,2016
59442,Obrechies,32,59,1,19,268,8,276,2016
59443,Ochtezeele,32,59,4,41,383,6,389,2016
59444,Odomez,32,59,6,29,932,12,944,2016
59445,Ohain,32,59,1,19,1204,25,1229,2016
59446,Oisy,32,59,6,6,596,7,603,2016
59447,Onnaing,32,59,6,3,8782,60,8842,2016
59448,Oost-Cappel,32,59,4,41,471,3,474,2016
59449,Orchies,32,59,3,31,8634,163,8797,2016
59450,Ors,32,59,2,10,651,7,658,2016
59451,Orsinval,32,59,1,7,545,3,548,2016
59452,Ostricourt,32,59,5,2,5375,28,5403,2016
59453,Oudezeele,32,59,4,41,685,9,694,2016
59454,Oxelaëre,32,59,4,8,528,4,532,2016
59455,Paillencourt,32,59,2,9,992,7,999,2016
59456,Pecquencourt,32,59,3,35,5973,256,6229,2016
59457,Pérenchies,32,59,5,4,8366,43,8409,2016
59458,Péronne-en-Mélantois,32,59,5,36,903,13,916,2016
59461,Petit-Fayt,32,59,1,7,305,2,307,2016
59459,Petite-Forêt,32,59,6,6,4894,35,4929,2016
59462,Phalempin,32,59,5,2,4757,41,4798,2016
59463,Pitgam,32,59,4,20,958,13,971,2016
59464,Poix-du-Nord,32,59,1,7,2199,16,2215,2016
59465,Pommereuil,32,59,2,10,774,4,778,2016
59466,Pont-à-Marcq,32,59,5,36,2895,96,2991,2016
59467,Pont-sur-Sambre,32,59,1,5,2542,24,2566,2016
59468,Potelle,32,59,1,7,379,4,383,2016
59469,Pradelles,32,59,4,8,385,3,388,2016
59470,Prémesques,32,59,5,4,2138,22,2160,2016
59471,Préseau,32,59,6,29,1920,24,1944,2016
59472,Preux-au-Bois,32,59,1,7,845,11,856,2016
59473,Preux-au-Sart,32,59,1,5,309,7,316,2016
59474,Prisches,32,59,1,7,1081,29,1110,2016
59475,Prouvy,32,59,6,6,2290,39,2329,2016
59476,Proville,32,59,2,9,3165,71,3236,2016
59477,Provin,32,59,5,2,4242,28,4270,2016
59478,Quaëdypre,32,59,4,41,1078,36,1114,2016
59479,Quarouble,32,59,6,29,3015,28,3043,2016
59480,Quérénaing,32,59,6,6,905,20,925,2016
59481,Le Quesnoy,32,59,1,7,5014,143,5157,2016
59482,Quesnoy-sur-Deûle,32,59,5,22,6780,58,6838,2016
59483,Quiévelon,32,59,1,19,129,1,130,2016
59484,Quiévrechain,32,59,6,29,6358,28,6386,2016
59485,Quiévy,32,59,2,11,1765,20,1785,2016
59486,Râches,32,59,3,31,2738,31,2769,2016
59487,Radinghem-en-Weppes,32,59,5,2,1365,21,1386,2016
59488,Raillencourt-Sainte-Olle,32,59,2,9,2268,32,2300,2016
59489,Raimbeaucourt,32,59,3,31,4055,59,4114,2016
59490,Rainsars,32,59,1,19,184,2,186,2016
59491,Raismes,32,59,6,34,12642,105,12747,2016
59492,Ramillies,32,59,2,9,597,7,604,2016
59493,Ramousies,32,59,1,19,229,2,231,2016
59494,Raucourt-au-Bois,32,59,1,7,173,1,174,2016
59495,Recquignies,32,59,1,19,2401,25,2426,2016
59496,Rejet-de-Beaulieu,32,59,2,10,270,2,272,2016
59497,Renescure,32,59,4,21,2089,39,2128,2016
59498,Reumont,32,59,2,10,368,9,377,2016
59499,Rexpoëde,32,59,4,41,2027,35,2062,2016
59500,Ribécourt-la-Tour,32,59,2,10,375,5,380,2016
59501,Rieulay,32,59,3,35,1360,24,1384,2016
59502,Rieux-en-Cambrésis,32,59,2,11,1460,9,1469,2016
59503,Robersart,32,59,1,7,177,7,184,2016
59505,Rombies-et-Marchipont,32,59,6,29,760,4,764,2016
59506,Romeries,32,59,2,11,440,4,444,2016
59507,Ronchin,32,59,5,26,19074,132,19206,2016
59508,Roncq,32,59,5,37,13475,105,13580,2016
59509,Roost-Warendin,32,59,3,31,6191,56,6247,2016
59511,Rosult,32,59,6,34,1908,28,1936,2016
59512,Roubaix,32,59,5,98,96412,541,96953,2016
59513,Roucourt,32,59,3,1,450,7,457,2016
59514,Rousies,32,59,1,19,4015,61,4076,2016
59515,Rouvignies,32,59,6,6,660,6,666,2016
59516,Rubrouck,32,59,4,41,944,21,965,2016
59517,Les Rues-des-Vignes,32,59,2,10,794,17,811,2016
59518,Ruesnes,32,59,1,7,439,6,445,2016
59519,Rumegies,32,59,6,34,1763,16,1779,2016
59520,Rumilly-en-Cambrésis,32,59,2,10,1462,24,1486,2016
59504,Rœulx,32,59,6,14,3830,21,3851,2016
59521,Sailly-lez-Cambrai,32,59,2,9,468,9,477,2016
59522,Sailly-lez-Lannoy,32,59,5,40,1773,34,1807,2016
59523,Sainghin-en-Mélantois,32,59,5,36,2687,25,2712,2016
59524,Sainghin-en-Weppes,32,59,5,2,5640,60,5700,2016
59525,Sains-du-Nord,32,59,1,19,2939,37,2976,2016
59526,Saint-Amand-les-Eaux,32,59,6,34,16147,176,16323,2016
59527,Saint-André-lez-Lille,32,59,5,23,12293,136,12429,2016
59528,Saint-Aubert,32,59,2,11,1569,22,1591,2016
59529,Saint-Aubin,32,59,1,7,367,8,375,2016
59530,Saint-Aybert,32,59,6,29,373,5,378,2016
59531,Saint-Benin,32,59,2,10,338,3,341,2016
59532,Saint-Georges-sur-l'Aa,32,59,4,20,309,8,317,2016
59533,Saint-Hilaire-lez-Cambrai,32,59,2,11,1630,14,1644,2016
59534,Saint-Hilaire-sur-Helpe,32,59,1,7,809,32,841,2016
59535,Saint-Jans-Cappel,32,59,4,8,1730,50,1780,2016
59537,Saint-Martin-sur-Écaillon,32,59,2,11,520,8,528,2016
59538,Saint-Momelin,32,59,4,41,480,4,484,2016
59539,Saint-Pierre-Brouck,32,59,4,20,993,17,1010,2016
59541,Saint-Python,32,59,2,11,1012,9,1021,2016
59542,Saint-Remy-Chaussée,32,59,1,5,510,13,523,2016
59543,Saint-Remy-du-Nord,32,59,1,7,1121,10,1131,2016
59544,Saint-Saulve,32,59,6,39,11161,142,11303,2016
59545,Saint-Souplet,32,59,2,10,1233,17,1250,2016
59546,Saint-Sylvestre-Cappel,32,59,4,8,1171,9,1180,2016
59547,Saint-Vaast-en-Cambrésis,32,59,2,11,906,8,914,2016
59548,Saint-Waast,32,59,1,5,630,9,639,2016
59536,Sainte-Marie-Cappel,32,59,4,8,878,21,899,2016
59549,Salesches,32,59,1,7,291,2,293,2016
59550,Salomé,32,59,5,2,2969,24,2993,2016
59551,Saméon,32,59,3,31,1641,21,1662,2016
59552,Sancourt,32,59,2,9,198,4,202,2016
59553,Santes,32,59,5,28,5768,53,5821,2016
59554,Sars-et-Rosières,32,59,6,34,574,6,580,2016
59555,Sars-Poteries,32,59,1,19,1463,17,1480,2016
59556,Sassegnies,32,59,1,5,275,3,278,2016
59557,Saultain,32,59,6,29,2339,15,2354,2016
59558,Saulzoir,32,59,2,11,1787,20,1807,2016
59559,Sebourg,32,59,6,29,1966,32,1998,2016
59560,Seclin,32,59,5,18,12463,99,12562,2016
59562,Sémeries,32,59,1,19,546,6,552,2016
59563,Semousies,32,59,1,7,246,3,249,2016
59564,La Sentinelle,32,59,6,6,3148,84,3232,2016
59565,Sepmeries,32,59,1,7,672,11,683,2016
59566,Sequedin,32,59,5,28,4700,25,4725,2016
59567,Séranvillers-Forenville,32,59,2,10,404,1,405,2016
59568,Sercus,32,59,4,21,450,5,455,2016
59569,Sin-le-Noble,32,59,3,35,15446,106,15552,2016
59570,Socx,32,59,4,41,934,36,970,2016
59571,Solesmes,32,59,2,11,4387,100,4487,2016
59572,Solre-le-Château,32,59,1,19,1832,25,1857,2016
59573,Solrinnes,32,59,1,19,136,0,136,2016
59574,Somain,32,59,3,35,12488,82,12570,2016
59575,Sommaing,32,59,2,11,421,5,426,2016
59576,Spycker,32,59,4,12,1807,27,1834,2016
59577,Staple,32,59,4,8,665,5,670,2016
59578,Steenbecque,32,59,4,21,1707,31,1738,2016
59579,Steene,32,59,4,12,1335,24,1359,2016
59580,Steenvoorde,32,59,4,41,4344,84,4428,2016
59581,Steenwerck,32,59,4,8,3624,52,3676,2016
59582,Strazeele,32,59,4,8,951,23,974,2016
59583,Taisnières-en-Thiérache,32,59,1,7,464,3,467,2016
59584,Taisnières-sur-Hon,32,59,1,5,978,8,986,2016
59585,Templemars,32,59,5,18,3356,26,3382,2016
59586,Templeuve-en-Pévèle,32,59,5,36,5930,66,5996,2016
59587,Terdeghem,32,59,4,41,548,14,562,2016
59588,Téteghem-Coudekerque-Village,32,59,4,12,8113,247,8360,2016
59589,Thiant,32,59,6,6,2837,23,2860,2016
59590,Thiennes,32,59,4,21,910,15,925,2016
59591,Thivencelle,32,59,6,29,852,2,854,2016
59592,Thumeries,32,59,5,36,3915,30,3945,2016
59593,Thun-l'Évêque,32,59,2,9,750,11,761,2016
59594,Thun-Saint-Amand,32,59,6,34,1131,12,1143,2016
59595,Thun-Saint-Martin,32,59,2,9,521,4,525,2016
59597,Tilloy-lez-Cambrai,32,59,2,9,569,22,591,2016
59596,Tilloy-lez-Marchiennes,32,59,3,35,527,17,544,2016
59598,Toufflers,32,59,5,40,3923,21,3944,2016
59599,Tourcoing,32,59,5,99,97476,694,98170,2016
59600,Tourmignies,32,59,5,36,891,16,907,2016
59601,Trélon,32,59,1,19,2915,73,2988,2016
59602,Tressin,32,59,5,36,1407,33,1440,2016
59603,Trith-Saint-Léger,32,59,6,6,6261,90,6351,2016
59604,Troisvilles,32,59,2,10,836,9,845,2016
59605,Uxem,32,59,4,12,1411,23,1434,2016
59606,Valenciennes,32,59,6,39,43680,829,44509,2016
59607,Vendegies-au-Bois,32,59,1,7,492,12,504,2016
59608,Vendegies-sur-Écaillon,32,59,2,11,1075,19,1094,2016
59609,Vendeville,32,59,5,18,1627,23,1650,2016
59610,Verchain-Maugré,32,59,6,6,970,8,978,2016
59611,Verlinghem,32,59,5,22,2445,56,2501,2016
59612,Vertain,32,59,2,11,523,9,532,2016
59613,Vicq,32,59,6,29,1506,21,1527,2016
59614,Viesly,32,59,2,11,1552,15,1567,2016
59615,Vieux-Berquin,32,59,4,8,2512,41,2553,2016
59616,Vieux-Condé,32,59,6,29,10395,77,10472,2016
59617,Vieux-Mesnil,32,59,1,5,637,9,646,2016
59618,Vieux-Reng,32,59,1,30,853,14,867,2016
59009,Villeneuve-d'Ascq,32,59,5,40,62358,727,63085,2016
59619,Villereau,32,59,1,5,971,18,989,2016
59620,Villers-au-Tertre,32,59,3,1,619,7,626,2016
59622,Villers-en-Cauchies,32,59,2,11,1278,14,1292,2016
59623,Villers-Guislain,32,59,2,10,694,4,698,2016
59624,Villers-Outréaux,32,59,2,10,2091,25,2116,2016
59625,Villers-Plouich,32,59,2,10,409,4,413,2016
59626,Villers-Pol,32,59,1,7,1260,19,1279,2016
59627,Villers-Sire-Nicole,32,59,1,30,980,11,991,2016
59628,Volckerinckhove,32,59,4,41,577,6,583,2016
59629,Vred,32,59,3,35,1381,18,1399,2016
59630,Wahagnies,32,59,5,2,2606,42,2648,2016
59631,Walincourt-Selvigny,32,59,2,10,2135,29,2164,2016
59632,Wallers,32,59,6,34,5494,65,5559,2016
59633,Wallers-en-Fagne,32,59,1,19,288,4,292,2016
59634,Wallon-Cappel,32,59,4,21,825,22,847,2016
59635,Wambaix,32,59,2,10,380,3,383,2016
59636,Wambrechies,32,59,5,23,10539,87,10626,2016
59637,Wandignies-Hamage,32,59,3,35,1288,17,1305,2016
59638,Wannehain,32,59,5,36,1188,13,1201,2016
59639,Wargnies-le-Grand,32,59,1,5,1091,23,1114,2016
59640,Wargnies-le-Petit,32,59,1,5,755,9,764,2016
59641,Warhem,32,59,4,41,2051,46,2097,2016
59642,Warlaing,32,59,3,35,570,17,587,2016
59643,Warneton,32,59,5,4,239,2,241,2016
59645,Wasnes-au-Bac,32,59,6,14,620,3,623,2016
59646,Wasquehal,32,59,5,13,20722,261,20983,2016
59647,Watten,32,59,4,41,2561,32,2593,2016
59648,Wattignies,32,59,5,18,14485,180,14665,2016
59649,Wattignies-la-Victoire,32,59,1,19,244,11,255,2016
59650,Wattrelos,32,59,5,33,41341,229,41570,2016
59651,Wavrechain-sous-Denain,32,59,6,14,1654,10,1664,2016
59652,Wavrechain-sous-Faulx,32,59,6,14,372,2,374,2016
59653,Wavrin,32,59,5,2,7628,75,7703,2016
59654,Waziers,32,59,3,35,7477,51,7528,2016
59655,Wemaers-Cappel,32,59,4,41,252,4,256,2016
59656,Wervicq-Sud,32,59,5,22,5412,49,5461,2016
59657,West-Cappel,32,59,4,41,606,7,613,2016
59658,Wicres,32,59,5,2,475,7,482,2016
59659,Wignehies,32,59,1,19,2935,34,2969,2016
59660,Willems,32,59,5,40,3014,42,3056,2016
59661,Willies,32,59,1,19,154,4,158,2016
59662,Winnezeele,32,59,4,41,1279,22,1301,2016
59663,Wormhout,32,59,4,41,5598,87,5685,2016
59664,Wulverdinghe,32,59,4,41,310,4,314,2016
59665,Wylder,32,59,4,41,295,10,305,2016
59666,Zegerscappel,32,59,4,41,1542,33,1575,2016
59667,Zermezeele,32,59,4,41,211,4,215,2016
59668,Zuydcoote,32,59,4,17,1738,57,1795,2016
59669,Zuytpeene,32,59,4,41,526,17,543,2016
